Code UIC;uic7;Libelle point d'arret;Libelle;Libelle STIF (info voyageurs);Libelle SMS gare;Nom Gare;Adresse;Code INSEE commune;Commune;X (Lambert II etendu);Y (Lambert II etendu);Coord GPS (WGS84);Zone Navigo;Gare non SNCF
87682500;876825;VOSVES;VOSVES;GARE DE VOSVES;Vosves;Vosves;Rue de la Gare 77190 Dammarie Les Lys;77152;Dammarie-les-Lys;619406.0;2390722.0;48.5149781204, 2.59909325048;5.0;0.0
87682476;876824;LA GRANDE PAROISSE;LA GRANDE PAROISSE;GARE DE LA GRANDE PAROISSE;;La Grande-Paroisse;Cité de la Gare 77130 La grande Paroisse;77210;La Grande-Paroisse;641563.0;2375673.0;48.3786447963, 2.89744111747;5.0;0.0
87684100;876841;MONTIGNY SUR LOING;MONTIGNY SUR LOING;GARE DE MONTIGNY SUR LOING;;Montigny-sur-Loing;Avenue de la gare 77690 Montigny-sur-Loing;77312;Montigny-sur-Loing;629813.0;2371044.0;48.3376736682, 2.7385490063;5.0;0.0
87682203;876822;BOIS LE ROI;BOIS LE ROI;GARE DE BOIS LE ROI;;Bois-le-Roi;Rue de la gare 77590 Bois-le-Roi;77037;Bois-le-Roi;626292.0;2386365.0;48.4755666724, 2.69200060593;5.0;0.0
87758086;877580;LE VESINETLE PECQ;LE VESINETLE PECQ;GARE DU VESINET LE PECQ;;Le Vésinet - Le Pecq;;78650;Le Vésinet;584282.0;2433353.0;48.8982617452, 2.12225185668;4.0;1.0
87683128;876831;CHAMPIGNY SUR YONNE;CHAMPIGNY SUR YONNE;GARE DE CHAMPIGNY SUR YONNE;;Champigny;;89074;Champigny;658919.0;2369760.0;48.3241404978, 3.13085609526;100.0;0.0
87683003;876830;SENS;SENS;GARE DE SENS;;Sens;;89387;Sens;669207.0;2355847.0;48.198038068, 3.26732685561;100.0;0.0
87758334;877583;NOISY LE GRAND MONT D'EST;NOISY LE GRAND MONT D'EST;GARE DE NOISY LE GRAND MONT D EST;;Noisy-le-Grand Mont d'Est;;93051;Noisy-le-Grand;615511.0;2426978.0;48.8409753849, 2.54770380568;4.0;1.0
87758193;877581;SUCY BONNEUIL;SUCY BONNEUIL;GARE DE SUCY BONNEUIL;;Sucy-en-Brie - Bonneuil-sur-Marne;;94071;Sucy-en-Brie;612617.0;2419185.0;48.7709967645, 2.50806859096;4.0;1.0
87758698;877586;BOURG LA REINE;BOURG LA REINE;GARE DE BOURG LA REINE;;Bourg-la-Reine;;92014;Bourg-la-Reine;598276.0;2420187.0;48.7801229868, 2.31306019095;3.0;1.0
87758326;877583;BRY SUR MARNE;BRY SUR MARNE;GARE DE BRY SUR MARNE;;Bry-sur-Marne;;94015;Bry-sur-Marne;613938.0;2427345.0;48.844309728, 2.5262979201;4.0;1.0
87758672;877586;ARCUEIL CACHAN;ARCUEIL CACHAN;GARE D'ARCUEIL CACHAN;;Arcueil - Cachan;;94016;Cachan;599368.0;2422207.0;48.798280675, 2.32790817631;3.0;1.0
87758805;877588;PALAISEAU;PALAISEAU;GARE DE PALAISEAU;;Palaiseau;;91477;Palaiseau;593374.0;2413260.0;48.7178295117, 2.24650156983;4.0;1.0
87758110;877581;VINCENNES;VINCENNES;GARE DE VINCENNES;;Vincennes;;94080;Vincennes;607106.0;2427667.0;48.8473150518, 2.43327284147;2.0;1.0
87758367;877583;LOGNES;LOGNES;GARE DE LOGNES;;Lognes;;77258;Lognes;621858.0;2426771.0;48.8389308762, 2.6341133067;5.0;1.0
87758706;877587;SCEAUX;SCEAUX;GARE DE SCEAUX;;Sceaux;;92071;Sceaux;597109.0;2420331.0;48.781412968, 2.29718793977;3.0;1.0
87758599;877585;AUBER;AUBER;AUBER;;Auber;;75109;Paris;599554.0;2430388.0;48.8718083114, 2.3304290066;1.0;1.0
87697318;876973;VILLETANEUSE UNIVERSITE;VILLETANEUSE UNIVERSITE;VILLETANEUSE UNIVERSITE;;Villetaneuse Université;Rue du 19 Mars 1962 - Rue E.Fajon;93079;Villetaneuse;600367.0;2440199.0;48.959981, 2.341525;3.0;0.0
87697334;876973;STAINS CERISAIE;STAINS CERISAIE;STAINS CERISAIE;;Stains Cerisaie;Allée des Guionnes - D29;93072;Stains;604035.0;2439622.0;48.95479, 2.391572;3.0;0.0
87116178;871161;SAINTE-COLOMBE SEPTVEILLES;SAINTE-COLOMBE SEPTVEILLES;GARE DE STE COLOMBE SEPTVEILLES;Ste Colombe;Sainte-Colombe Septveilles;Rue Victor Hugo 77650 Sainte-Colombe;77404;Sainte-Colombe;668023.0;2392778.0;48.5301748255, 3.257217473;5.0;0.0
87113746;871137;NOGENT LE PERREUX;NOGENT LE PERREUX;GARE DE NOGENT LE PERREUX;Nogent le P.;Nogent - Le Perreux;place du Théâtre 94130 NOGENT-SUR-MARNE;94052;Nogent-sur-Marne;611573.0;2426718.0;48.8387213192, 2.49407704122;3.0;0.0
87116020;871160;OZOIR LA FERRIERE;OZOIR LA FERRIERE;GARE D'OZOIR LA FERRIERE;Ozoir la F.;Ozoir-la-Ferrière;Avenue Raoul Nordling 77330 Ozoir la Ferriere;77350;Ozoir-la-Ferrière;625992.0;2419198.0;48.770713265, 2.68993639666;5.0;0.0
87116111;871161;CHELLES GOURNAY;CHELLES GOURNAY;GARE DE CHELLES GOURNAY;Chelles;Chelles - Gournay;place du grand jardin 77500 Chelles;77108;Chelles;618055.0;2430698.0;48.8743421869, 2.58250078541;4.0;0.0
87113522;871135;LE CHENAY GAGNY;LE CHENAY GAGNY;GARE DE CHENAY GAGNY;Chenay-Gagny;Gagny le Chênay;5 rue du chemin de fer 93220 Gagny;93032;Gagny;615860.0;2431016.0;48.8772579359, 2.55260641607;4.0;0.0
87116087;871160;MORMANT;MORMANT;GARE DE MORMANT;Mormant;Mormant;Place de la gare 77720 Mormant;77317;Mormant;640790.0;2401762.0;48.613224928, 2.88948293637;5.0;0.0
87113407;871134;BONDY;BONDY;GARE DE BONDY;Bondy;Bondy;1 place de la République 93140 BONDY;93010;Bondy;610435.0;2432909.0;48.8943813736, 2.47873446467;3.0;0.0
87116095;871160;NANGIS;NANGIS;GARE DE NANGIS;Nangis;Nangis;Place de la gare 77370 Nangis;77327;Nangis;649907.0;2396078.0;48.5614914155, 3.01241107757;5.0;0.0
87381863;873818;CORMEILLES EN PARISIS;CORMEILLES EN PARISIS;GARE DE CORMEILLES EN PARISIS;Cormeilles;Cormeilles-en-Parisis;1 Place Pierre Sémard 95240 Cormeilles en Parisis;95176;Cormeilles-en-Parisis;589514.0;2441174.0;48.9686551718, 2.19337424669;4.0;0.0
87393173;873931;CHAVILLE VELIZY;CHAVILLE VELIZY;GARE DE CHAVILLE VELIZY;Chaville V.;Chaville - Vélizy-Villacoublay;1, Place de Verdun 78140 Viroflay;78686;Viroflay;588788.0;2422385.0;48.7997821325, 2.18396483387;3.0;0.0
87386300;873863;LES VALLEES;LES VALLEES;GARE DES VALLEES;Les Vallées;Les Vallées;Place des la gare des Vallées 92250 La Garenne Colombes;92035;La Garenne-Colombes;594232.0;2435024.0;48.9134465868, 2.25785779479;3.0;0.0
87391532;873915;VANVES MALAKOFF;VANVES MALAKOFF;GARE DE VANVES MALAKOFF;Vanves;Vanves - Malakoff;Place Albert Culot 92170 Vanves;92075;Vanves;596696.0;2424460.0;48.8185217339, 2.29153832055;2.0;0.0
87382267;873822;VAUCRESSON;VAUCRESSON;GARE DE VAUCRESSON;Vaucresson;Vaucresson;Place de Charles de Gaulle 92420 Vaucresson;92076;Vaucresson;586489.0;2426507.0;48.836784962, 2.15255479028;4.0;0.0
87393074;873930;ISSY;ISSY;GARE D'ISSY;Issy;Issy-les-Moulineaux;87, Avenue de Verdun 92130 Issy-les-Moulineaux;92040;Issy-les-Moulineaux;594329.0;2424633.0;48.8200598727, 2.25932087481;2.0;0.0
87382358;873823;SAINT-CLOUD;SAINT-CLOUD;GARE DE ST CLOUD;St Cloud;Saint-Cloud;42 Rue Dailly 92210 Saint Cloud;92064;Saint-Cloud;591217.0;2427340.0;48.8443540357, 2.21690859829;3.0;0.0
87382200;873822;COURBEVOIE;COURBEVOIE;GARE DE COURBEVOIE;Courbevoie;Courbevoie;Rue de Sébastopol 92400 Courbevoie;92026;Courbevoie;593505.0;2433334.0;48.8982514361, 2.24797129852;3.0;0.0
87382259;873822;GARCHES MARNES LA COQUETTE;GARCHES MARNES LA COQUETTE;GARE DE GARCHES MARNES LA COQUETTE;Garches;Garches - Marnes-la-Coquette;;92033;Garches;589010.0;2426672.0;48.8383162045, 2.1868735901;3.0;0.0
87387092;873870;BUEIL;BUEIL;GARE DE BUEIL;;Bueil;;27119;Bueil;534543.0;2436689.0;48.9250899118, 1.44377555077;100.0;0.0
87276550;872765;BELLOY SAINT-MARTIN;BELLOY SAINT-MARTIN;GARE DE BELLOY ST MARTIN;Belloy St M.;Belloy-en-France - Saint-Martin-du-Tertre;Place de la gare 95270 Belloy-en-France;95056;Belloy-en-France;601766.0;2455509.0;49.0975553134, 2.36066745509;5.0;0.0
87276345;872763;DEUIL MONTMAGNY;DEUIL MONTMAGNY;GARE DE DEUIL MONTMAGNY;Deuil Montm.;Deuil-la-Barre - Montmagny;Avenue du Commandant Manoukian;95197;Deuil-la-Barre;600091.0;2441960.0;48.975805318, 2.33774613332;4.0;0.0
87381111;873811;PONT CARDINET;PONT CARDINET;PONT CARDINET;P. Cardinet;Pont Cardinet;145 Rue Cardinet 75017 Paris;75117;Paris;598350.0;2432142.0;48.8875699026, 2.31401853193;1.0;0.0
87276626;872766;VAUCELLES;VAUCELLES;GARE DE VAUCELLES;Vaucelles;Vaucelles;Rue de Vaucelles 95150 Taverny;95607;Taverny;592260.0;2447038.0;49.021390636, 2.23074753167;4.0;0.0
87276675;872766;MERIEL;MERIEL;GARE DE MERIEL;Mériel;Mériel;Rue Théodore Rousseau 95630 Meriel;95392;Mériel;590413.0;2453324.0;49.0778512192, 2.20536692885;5.0;0.0
87276287;872762;LA BORNE BLANCHE;LA BORNE BLANCHE;GARE DE LA BORNE BLANCHE;Borne Blanch;La Borne Blanche;;60482;Orry-la-Ville;612501.0;2458661.0;49.1257586117, 2.5076550049;100.0;0.0
87381178;873811;US;US;GARE D'US;;Us;Rue de la Gare 95450 Us;95625;Us;573254.0;2455807.0;49.099673443, 1.97050200454;5.0;0.0
87381228;873812;CHAUMONT EN VEXIN;CHAUMONT EN VEXIN;GARE DE CHAUMONT EN VEXIN;;Chaumont-en-Vexin;;60143;Chaumont-en-Vexin;566143.0;2473846.0;49.2614118567, 1.8717330089;100.0;0.0
87332957;873329;ROUTE DE MONNERVILLE;ROUTE DE MONNERVILLE;ROUTE DE MONNERVILLE;;Pussay Route de Monnerville;;91511;Pussay;574815.0;2372206.0;48.3483125853, 1.9968179759;5.0;0.0
87332932;873329;MONDESIR;MONDESIR;MONDESIR;;Guillerval Mondésir;;91294;Guillerval;581144.0;2374705.0;48.370995806, 2.08207328137;5.0;0.0
87381475;873814;CHANTELOUP LES VIGNES;CHANTELOUP LES VIGNES;GARE DE CHANTELOUP LES VIGNES;Chanteloup;Chanteloup-les-Vignes;Avenue Général de Gaulle;78138;Chanteloup-les-Vignes;577377.0;2441449.0;48.9708118583, 2.02769552539;5.0;0.0
87381459;873814;CONFLANS FIN D'OISE;CONFLANS FIN D'OISE;GARE DE CONFLANS FIN D'OISE;Conflans FO;Conflans Fin d'Oise;Place Geoges Clémenceau;78172;Conflans-Sainte-Honorine;580817.0;2443481.0;48.9891848652, 2.07455911528;5.0;0.0
87381418;873814;ERAGNY NEUVILLE;ERAGNY NEUVILLE;GARE D'ERAGNY NEUVILLE;Eragny-Neuv.;Éragny - Neuville-sur-Oise;Place Alexandre Prachay 95610 Eragny sur Oise;95218;Eragny;582031.0;2446697.0;49.0181200699, 2.0909986273;5.0;0.0
87381509;873815;MANTES LA JOLIE;MANTES LA JOLIE;GARE DE MANTES LA JOLIE;Mantes-la-J.;Mantes-la-Jolie;Place du 8 Mai 1945 78200 Mantes la Jolie;78361;Mantes-la-Jolie;553629.0;2443692.0;48.9896873515, 1.7032941813;5.0;0.0
87381566;873815;GARGENVILLE;GARGENVILLE;GARE DE GARGENVILLE;Gargenville;Gargenville;Place de la Gare 78440 Gargenville;78267;Gargenville;561355.0;2442892.0;48.9830117502, 1.80886489228;5.0;0.0
87381848;873818;ARGENTEUIL;ARGENTEUIL;GARE D'ARGENTEUIL;Argenteuil;Argenteuil;Place Pierre Sémard 95100 Argenteuil;95018;Argenteuil;594186.0;2438758.0;48.94700319, 2.25717871305;5.0;0.0
87381558;873815;JUZIERS;JUZIERS;GARE DE JUZIERS;Juziers;Juziers;Avenue de la Gare 78820 Juziers;78327;Juziers;564059.0;2443912.0;48.9923354006, 1.84569581402;5.0;0.0
87381491;873814;ANDRESY;ANDRESY;GARE D'ANDRESY;Andrésy;Andrésy;Place de la Gare 78570 Andrésy;78015;Andrésy;578955.0;2441881.0;48.9747479366, 2.04921372466;5.0;0.0
87381624;873816;BREVAL;BREVAL;GARE DE BREVAL;;Bréval;Avenue Noël Duchesne 78980 Bréval;78107;Bréval;541716.0;2438619.0;48.9431263219, 1.54133018167;5.0;0.0
87381236;873812;TRIE CHATEAU;TRIE CHATEAU;GARE DE TRIE CHATEAU;;Trie-Château;;60644;Trie-Château;562253.0;2476222.0;49.2825388857, 1.81811969251;100.0;0.0
87545236;875452;SAVIGNY SUR ORGE;SAVIGNY SUR ORGE;GARE DE SAVIGNY SUR ORGE;Savigny / O;Savigny-sur-Orge;Place de la Gare 91600 Savigny-sur-Orge;91589;Savigny-sur-Orge;601128.0;2408603.0;48.6760035539, 2.35181832836;4.0;0.0
87540179;875401;DOURDAN LA FORET;DOURDAN LA FORET;GARE DE DOURDAN LA FORET;Dourdan La F;Dourdan la Forêt;Chemin du Champ de course 91410 Dourdan;91200;Dourdan;574762.0;2393047.0;48.5356737195, 1.99487866205;5.0;0.0
87545293;875452;VITRY SUR SEINE;VITRY SUR SEINE;GARE DE VITRY SUR SEINE;Vitry /Seine;Vitry-sur-Seine;Cour de la Gare 94400 Vitry-sur-Seine;94081;Vitry-sur-Seine;604844.0;2422459.0;48.800528137, 2.40241090458;3.0;0.0
87546317;875463;CHEMIN D'ANTONY;CHEMIN D'ANTONY;GARE DE CHEMIN D ANTONY;Chemin d'A.;Chemin d'Antony;Rue Lavoisier 92160 Antony;92002;Antony;598225.0;2416624.0;48.7480982614, 2.31238192134;4.0;0.0
87393652;873936;PETIT VAUX;PETIT VAUX;GARE DE PETIT VAUX;Petit-Vaux;Petit Vaux;Rue du Petit Vaux 91360 Epinay-sur-Orge;91216;Epinay-sur-Orge;599818.0;2408616.0;48.6761212575, 2.33403789799;4.0;0.0
87545269;875452;ABLON;ABLON;GARE D'ABLON;Ablon;Ablon;Place de la Libération 94480 Ablon-sur-Seine;94001;Ablon-sur-Seine;606090.0;2414099.0;48.7253771442, 2.41924456072;4.0;0.0
87430900;874309;JOUY SUR MORIN EUSTACHE;JOUY SUR MORIN EUSTACHE;EUSTACHE LENOIR;;Jouy-sur Morin Eustache Lenoir;;77240;Jouy-sur-Morin;668397.0;2422611.0;48.7982788645, 3.26705580779;5.0;0.0
87430918;874309;JOUY SUR MORIN CHAMPGOULIN;JOUY SUR MORIN CHAMPGOULIN;CHAMPGOULIN;;Jouy-sur-Morin Champgoulin;;77240;Jouy-sur-Morin;667619.0;2421868.0;48.7916835759, 3.25635379317;5.0;0.0
87545111;875451;MONNERVILLE;MONNERVILLE;GARE DE MONNERVILLE;;Monnerville;;91414;Monnerville;577441.0;2372197.0;48.3483286088, 2.03223751007;5.0;0.0
87545756;875457;CHATEAUDUN;CHATEAUDUN;GARE DE CHATEAUDUN;;Châteaudun;;28088;Châteaudun;525615.0;2342050.0;48.0734020797, 1.33842596776;100.0;0.0
87682146;876821;COMBS LA VILLE QUINCY;COMBS LA VILLE QUINCY;GARE DE COMBS LA VILLE QUINCY;Combs la V.;Combs-la-Ville - Quincy-sous-Sénart;Avenue de la Gare, 77380 Combs La Ville;77122;Combs-la-Ville;615562.0;2407644.0;48.6671976463, 2.54769338184;5.0;0.0
87682161;876821;CESSON;CESSON;GARE DE CESSON;Cesson;Cesson;Rue de La Gare, 77240 Cesson;77067;Cesson;618994.0;2396359.0;48.565664426, 2.59376744623;5.0;0.0
87682005;876820;MELUN;MELUN;GARE DE MELUN;Melun;Melun;Place de Galliéni 77000 Melun;77288;Melun;623561.0;2392141.0;48.5275966344, 2.65539176037;5.0;0.0
87682294;876822;SAINT-MAMMES;SAINT-MAMMES;GARE DE ST MAMMES;;Saint-Mammès;Rue de la gare 77670 Saint-Mammès;77419;Saint-Mammès;635516.0;2376026.0;48.3821776716, 2.8158628021;5.0;0.0
87682112;876821;YERRES;YERRES;GARE DE YERRES;;Yerres;Place de la Gare 91330 Yerres;91691;Yerres;610814.0;2412035.0;48.7067634252, 2.48337131052;4.0;0.0
87164798;871647;LA PLAINE STADE DE FRANCE - Saint-Denis Aubervilliers;LA PLAINE STADE DE FRANCE - Saint-Denis Aubervilliers;GARE DE LA PLAINE STADE DE FRANCE;La Plaine;Saint-Denis la Plaine Stade de France;Av du Stade de France, 93210 La Plaine Saint Denis.;93066;Saint-Denis;601917.0;2435557.0;48.9182603833, 2.36264549454;2.0;0.0
87164780;871647;STADE DE FRANCE SAINT-DENIS;STADE DE FRANCE SAINT-DENIS;GARE DE STADE DE FRANCE ST DENIS;Stade de Fr.;Saint-Denis la Plaine Stade de France;Place aux Etoiles 93200 St Denis;93066;Saint-Denis;601060.0;2435477.0;48.9175433405, 2.35095898431;2.0;0.0
87116749;871167;VILLIERS MONTBARBIN;VILLIERS MONTBARBIN;GARE DE VILLIERS MONTBARBIN;;Villiers-sur-Morin - Montbarbin;Rue du souterrain 77580 Crécy-la-Chapelle;77142;Villiers-sur-Morin;640116.0;2429564.0;48.8631530283, 2.88296287419;5.0;0.0
87116277;871162;FAREMOUTIERS POMMEUSE;FAREMOUTIERS POMMEUSE;GARE DE FAREMOUTIERS POMMEUSE;;Faremoutiers - Pommeuse;avenue de la Bilbauderie 77515 Pommeuse;77371;Pommeuse;648258.0;2423549.0;48.8085349039, 2.99318415513;5.0;0.0
87116772;871167;CRECY LA CHAPELLE;CRECY LA CHAPELLE;GARE DE CRECY LA CHAPELLE;;Crécy-la-Chapelle;Routes des bouleurs 77580 Crécy-la-Chapelle;77142;Crécy-la-Chapelle;641790.0;2429174.0;48.8595413958, 2.9057267856;5.0;0.0
87116228;871162;MARLES EN BRIE;MARLES EN BRIE;GARE DE MARLES EN BRIE;;Marles-en-Brie;CHEMIN DE FER 77610 LA HOUSSAIE EN BRIE;77229;Marles-en-Brie;639211.0;2415345.0;48.7354136323, 2.86932424041;5.0;0.0
87116640;871166;CROUY SUR OURCQ;CROUY SUR OURCQ;GARE DE CROUY SUR OURCQ;;Crouy-sur-Ourcq;Rue du Houssoy 77840 Crouy-sur-Ourcq;77148;Crouy-sur-Ourcq;653092.0;2455083.0;49.0915297302, 3.06292161569;5.0;0.0
87116491;871164;TRILPORT;TRILPORT;GARE DE TRILPORT;Trilport;Trilport;;77475;Trilport;644906.0;2440384.0;48.9600729681, 2.94935724218;5.0;0.0
87116566;871165;NOGENT L'ARTAUD CHARLY;NOGENT L'ARTAUD CHARLY;GARE DE NOGENT L ARTAUD CHARLY;;Nogent-L'Artaud - Charly;;2555;Nogent-l'artaud;672266.0;2441630.0;48.9687706778, 3.32293348418;100.0;0.0
87271023;872710;GARE DU NORD;GARE DU NORD;GARE DU NORD RER;;Gare du Nord;;75110;;601529.0;2431239.0;48.8794550008, 2.35733955798;1.0;1.0
87393439;873934;GARANCIERES LA QUEUE;GARANCIERES LA QUEUE;GARE DE GARANCIERES LA QUEUE;Garancières;Garancières - La Queue-les-Yvelines;Place de la gare 78890 Garancière la Queue;78265;Garancières;557992.0;2423706.0;48.8103771718, 1.7648574661;5.0;0.0
87393454;873934;TACOIGNIERES RICHEBOURG;TACOIGNIERES RICHEBOURG;GARE DE TACOIGNIERES RICHEBOURG;Tacoignières;Tacoignières - Richebourg;Rue de la Gare 78910 Tacoignières;78605;Tacoignières;550990.0;2425899.0;48.8295900385, 1.66932426561;5.0;0.0
87393306;873933;ISSY VAL DE SEINE;ISSY VAL DE SEINE;GARE D'ISSY VAL DE SEINE;Issy V. de S;Issy Val de Seine;87, Avenue de Verdun 92130 Issy-les-Moulineaux;92040;Issy-les-Moulineaux;594615.0;2425670.0;48.8293825611, 2.26320018157;2.0;0.0
87393280;873932;LES ESSARTS LE ROI;LES ESSARTS LE ROI;GARE DES ESSARTS LE ROI;Les Essarts;Les Essarts-le-Roi;Rue de la Cité 78690 Les Essarts Le Roi;78220;Les Essarts-le-Roi;567079.0;2413743.0;48.721360918, 1.88928386117;5.0;0.0
87393207;873932;CHAVILLE RIVE GAUCHE;CHAVILLE RIVE GAUCHE;GARE DE CHAVILLE RIVE GAUCHE;Chaville RG;Chaville Rive Gauche;29 Rue Anatole France 92370 Chaville;92022;Chaville;589120.0;2422941.0;48.8047850879, 2.18846743145;3.0;0.0
87393215;873932;VIROFLAY RIVE GAUCHE;VIROFLAY RIVE GAUCHE;GARE DE VIROFLAY RIVE GAUCHE;Viroflay-RG;Viroflay Rive Gauche;1 Rue Riesseuc 78220 Viroflay;78686;Viroflay;587854.0;2422512.0;48.8009065351, 2.17125395986;3.0;0.0
87393579;873935;MASSY PALAISEAU;MASSY PALAISEAU;GARE DE MASSY PALAISEAU RER C;Massy P.;Massy - Palaiseau;6, Place Pierre Sémard 91300 Massy;91377;Massy;594118.0;2414046.0;48.7249016766, 2.25659692368;4.0;0.0
87393637;873936;CHILLY MAZARIN;CHILLY MAZARIN;GARE DE CHILLY MAZARIN;Chilly Maz.;Chilly-Mazarin;Rue du Chemin de Fer 91380 Chilly-Mazarin;91161;Chilly-Mazarin;597923.0;2411360.0;48.7007825444, 2.30830358876;4.0;0.0
87393512;873935;JOUY EN JOSAS;JOUY EN JOSAS;GARE DE JOUY EN JOSAS;Jouy en J.;Jouy-en-Josas;Avenue Jean Jaurès 78350 Jouy-en-Josas;78322;Jouy-en-Josas;587274.0;2418511.0;48.7649345138, 2.16348314333;4.0;0.0
87393546;873935;BIEVRES;BIEVRES;GARE DE BIEVRES;Bièvres;Bièvres;Place de la Gare 91570 Bièvres;91064;Bièvres;591104.0;2416982.0;48.7512563717, 2.21558821686;4.0;0.0
87276220;872762;VILLIERS LE BEL GONESSE ARNOUVILLE;VILLIERS LE BEL GONESSE ARNOUVILLE;GARE DE VILLIERS LE BEL GONESSE ARNOUVILLE;Villiers Bel;Villiers-le-Bel - Gonesse;1 Place Général Leclerc 95400 Villilers le Bel;95019;Arnouville-les-Gonesse;605827.0;2444009.0;48.9941925925, 2.41607904161;4.0;0.0
87271460;872714;AEROPORT CHARLES DE GAULLE 1 - Roissy;AEROPORT CHARLES DE GAULLE 1;AEROPORT CDG 1;Roissy CDG 1;Aéroport Charles de Gaulle 2;4 Rue du Versau, 93290 Tremblay en France;93073;Tremblay-en-France;616412.0;2445760.0;49.0097447522, 2.56069879391;5.0;0.0
87271486;872714;PARC DES EXPOSITIONS;PARC DES EXPOSITIONS;GARE DE PARC DES EXPOSITIONS;Parc Expo;Parc des expositions;Avenue des Nations, 93420 Villepinte;93078;Villepinte;613017.0;2441735.0;48.9736522285, 2.51419793524;4.0;0.0
87276246;872762;GOUSSAINVILLE;GOUSSAINVILLE;GARE DE GOUSSAINVILLE;Goussainv.;Goussainville;Place du 8 mai 1945 95190 Goussainvilles;95280;Goussainville;609269.0;2447338.0;49.024067636, 2.4631569019;5.0;0.0
87271429;872714;SEVRAN LIVRY;SEVRAN LIVRY;GARE DE SEVRAN LIVRY;Sevran-Livry;Sevran - Livry-Gargan;1, Place de la gare, 93270 Sevran;93071;Sevran;614544.0;2437556.0;48.9360642047, 2.53489935862;4.0;0.0
87276170;872761;SAINT-GRATIEN;SAINT-GRATIEN;GARE DE ST GRATIEN;St Gratien;Saint-Gratien;Rue de Verdun 95210 Saint-Gratien;95555;Saint-Gratien;596214.0;2440627.0;48.9638146849, 2.28483149536;5.0;0.0
87271452;872714;VILLEPINTE;VILLEPINTE;GARE DE VILLEPINTE;Villepinte;Villepinte;Route Camille Pissaro, 93420 Villepinte;93078;Villepinte;612872.0;2440552.0;48.9630240237, 2.51218261685;4.0;0.0
87272047;872720;COMPANS;COMPANS;GARE DE COMPANS;Compans;Compans;Rue saint Lambert 77920 Compans;77123;Compans;624069.0;2443765.0;48.9915757372, 2.66518220038;5.0;0.0
87276253;872762;LOUVRES;LOUVRES;GARE DE LOUVRES;Louvres;Louvres;Place de la Gare 95380 Louvres;95351;Louvres;612122.0;2450178.0;49.049540601, 2.50222230081;5.0;0.0
87276055;872760;ERMONT EAUBONNE;ERMONT EAUBONNE;GARE D'ERMONT EAUBONNE;Ermont Eaub.;Ermont - Eaubonne;;95219;Ermont;595205.0;2442502.0;48.9806576563, 2.27103879067;4.0;0.0
87682419;876824;CHARTRETTES;CHARTRETTES;GARE DE CHARTRETTES;;Chartrettes;Avenue Galliéni 77770 Chartrettes;77096;Chartrettes;626512.0;2387650.0;48.4871097023, 2.69505424001;5.0;0.0
87684415;876844;MALESHERBES;MALESHERBES;GARE DE MALESHERBES;Malesherbes;Malesherbes;;45191;Malesherbes;604788.0;2366042.0;48.2933666272, 2.4010261721;100.0;0.0
87683102;876831;VILLENEUVE LA GUYARD;VILLENEUVE LA GUYARD;GARE DE VILLENEUVE LA GUYARD;;Villeneuve-la-Guyard;;89460;Villeneuve-la-Guyard;654518.0;2371804.0;48.3429016065, 3.07178315297;100.0;0.0
87683136;876831;PONT SUR YONNE;PONT SUR YONNE;GARE DE PONT SUR YONNE;;Pont-sur-Yonne;;89309;Pont-sur-Yonne;664223.0;2365651.0;48.2866954166, 3.20174953421;100.0;0.0
87684001;876840;MONTARGIS;MONTARGIS;GARE DE MONTARGIS;;Montargis;;45208;Montargis;630331.0;2334291.0;48.0071802686, 2.74297582165;100.0;0.0
87683243;876832;JOIGNY;JOIGNY;GARE DE JOIGNY;;Joigny;;89206;Joigny;678960.0;2331004.0;47.973553839, 3.39399460049;100.0;0.0
87681395;876813;LE BRAS DE FER - Evry Génopole;LE BRAS DE FER - Evry Génopole;GARE DU BRAS DE FER;Bras de Fer;Le Bras de Fer;Place du Commandant Charcot / Bld des Coquibus 9100 Evry;91228;Evry;608432.0;2402739.0;48.6232392312, 2.45083926614;5.0;0.0
87681346;876813;ORANGIS BOIS DE L'EPINE;ORANGIS BOIS DE L'EPINE;GARE D'ORANGIS BOIS DE L EPINE;Orangis Bois;Ris-Orangis Bois de l'Épine;Avenue de la Résistance 91130 Ris Orangis;91521;Ris-Orangis;605255.0;2404187.0;48.6362887654, 2.40777964556;5.0;0.0
87681387;876813;EVRY COURCOURONNES - Centre;EVRY COURCOURONNES - Centre;GARE D'EVRY COURCOURONNES;Evry Courc.;Évry - Courcouronnes;Place des droits de L'homme 91000 Evry;91228;Evry;606801.0;2403012.0;48.6257123657, 2.42872870052;5.0;0.0
87681510;876815;BUNO GIRONVILLE;BUNO GIRONVILLE;GARE DE BUNO GIRONVILLE;Buno Gironv.;Buno-Bonnevaux - Gironville-sur-Essonne;Rue de la gare/ Rue de Gironville 91720;91121;Buno-Bonnevaux;603721.0;2374685.0;48.3710816036, 2.38672292567;5.0;0.0
87547315;875473;SAINT-MICHEL NOTRE DAME;SAINT-MICHEL NOTRE DAME;ST MICHEL ND RER C;St Michel ND;Saint-Michel Notre Dame;Quai Saint Michel 75005 Paris;75104;Paris;600540.0;2428349.0;48.8534830378, 2.34386002975;1.0;0.0
