Code UIC;uic7;Libelle point d'arret;Libelle;Libelle STIF (info voyageurs);Libelle SMS gare;Nom Gare;Adresse;Code INSEE commune;Commune;X (Lambert II etendu);Y (Lambert II etendu);Coord GPS (WGS84);Zone Navigo;Gare non SNCF
87681304;876813;VIGNEUX SUR SEINE;VIGNEUX SUR SEINE;GARE DE VIGNEUX SUR SEINE;Vigneux;Vigneux-sur-Seine;Place Robert Lakota 91270 Vigneux Sur Seine;91657;Vigneux-sur-Seine;605738.0;2412198.0;48.708293361, 2.41443702418;4.0;0.0
87681627;876816;LE PLESSIS CHENET;LE PLESSIS CHENET;GARE DU PLESSIS CHENET;Plessis Ch;Le Plessis Chenet;Gare SNCF 91830 Coudray Montceaux;91179;Le Coudray-Montceaux;610565.0;2397181.0;48.5732459737, 2.47962426418;5.0;0.0
87681312;876813;VIRY CHATILLON;VIRY CHATILLON;GARE DE VIRY CHATILLON;Viry Chat.;Viry-Châtillon;Avenue du Général de Gaulle 91170 Viry Châtillon;91687;Viry-Châtillon;603677.0;2408612.0;48.6760751629, 2.38641557346;4.0;0.0
87681007;876810;CORBEIL ESSONNES;CORBEIL ESSONNES;GARE DE CORBEIL ESSONNES;Corbeil;Corbeil-Essonnes;Place Henri Barbusse 91100 Corbeil Essonnes;91174;Corbeil-Essonnes;610134.0;2401727.0;48.6141179308, 2.47389296086;5.0;0.0
87681478;876814;BOUTIGNY;BOUTIGNY;GARE DE BOUTIGNY;Boutigny;Boutigny;Place de la Gare 91820 Boutigny Sur Essonne;91099;Boutigny-sur-Essonne;602966.0;2381781.0;48.4348816689, 2.37658302485;5.0;0.0
87758185;877581;LA VARENNE CHENNEVIERES;LA VARENNE CHENNEVIERES;GARE DE LA VARENNE CHENNEVIERES;;La Varenne Saint-Hilaire - Chennevières-sur-Marne;;94068;Saint-Maur-des-Fossés;612984.0;2421854.0;48.7949783026, 2.51314013385;3.0;1.0
87116046;871160;EMERAINVILLE - PONTAULT COMBAULT;EMERAINVILLE PONTAULT COMBAULT;GARE D'EMERAINVILLE PONTAULT COMBAULT;Emerainville;Émerainville - Pontault-Combault;2 avenue de la gare 77184 Emerainville;77373;Pontault-Combault;620667.0;2423103.0;48.8060035996, 2.61771918549;5.0;0.0
87113712;871137;VAL DE FONTENAY;VAL DE FONTENAY;GARE DE VAL DE FONTENAY;Val de Font.;Val de Fontenay;10 avenue du Val de Fontenay 94120 Fontenay-sous-Bois;94033;Fontenay-sous-Bois;611300.0;2428798.0;48.8574201112, 2.49041522851;3.0;0.0
87116038;871160;ROISSY EN BRIE;ROISSY EN BRIE;GARE DE ROISSY EN BRIE;Roissy en B.;Roissy-en-Brie;Place de la gare 77680 Roissy-en-Brie;77390;Roissy-en-Brie;623033.0;2421933.0;48.7954076773, 2.64984936854;5.0;0.0
87113209;871132;PANTIN;PANTIN;GARE DE PANTIN;Pantin;Pantin;Avenue de la gare 93500 Pantin;93055;Pantin;604688.0;2433279.0;48.8977738494, 2.40040674765;2.0;0.0
87070902;870709;AEROPORT D'ORLY OUEST;AEROPORT D'ORLY OUEST;AEROPORT ORLY ORLYRAIL;;Aéroport Orly Ouest;;91479;Orly;602310.0;2414394.0;48.7280530531, 2.36789206811;3.0;0.0
87381897;873818;CONFLANS SAINTE-HONORINE;CONFLANS SAINTE-HONORINE;GARE DE CONFLANS STE HONORINE;Conflans FO;Conflans-Sainte-Honorine;2 Ter Rue Eugène Berrurier 78700 Conflans Ste Honorine;78172;Conflans-Sainte-Honorine;582539.0;2444350.0;48.997043425, 2.09803681774;5.0;0.0
87386656;873866;VERNOUILLET VERNEUIL;VERNOUILLET VERNEUIL;GARE DE VERNOUILLET VERNEUIL;Vernouillet;Vernouillet - Verneuil-sur-Seine;Place Charles de Gaulle 78480 Verneuil Sur Seine;78642;Verneuil-sur-Seine;574097.0;2442641.0;48.9813992206, 1.98285008374;5.0;0.0
87386730;873867;AUBERGENVILLE ELISABETHVILLE;AUBERGENVILLE ELISABETHVILLE;GARE D'AUBERGENVILLE ELISABETHVILLE;Aubergenvill;Aubergenville Élisabethville;Rue de la Gare 78410 Aubergenville;78029;Aubergenville;564248.0;2441642.0;48.9719470473, 1.84846949108;5.0;0.0
87393058;873930;CHAMP DE MARS TOUR EIFFEL;CHAMP DE MARS TOUR EIFFEL;CHAMP DE MARS TOUR EIFFEL;Ch de Mars T;Champ de Mars Tour Eiffel;Quai Branly ( pont Bir Hakeim ) 75015 Paris;75115;Paris;596562.0;2428620.0;48.8559093189, 2.28968029764;1.0;0.0
87393256;873932;LA VERRIERE;LA VERRIERE;GARE DE LA VERRIERE;La Verriere;La Verrière;Avenue Guy Schuler 78320 La Verrières;78644;La Verrière;571114.0;2417530.0;48.7555931459, 1.943839859;5.0;0.0
87393223;873932;SAINT-CYR;SAINT-CYR;GARE DE ST CYR;st cyr;Saint-Cyr;Place Pierre Sémard 78120 Saint-Cyr l'Ecole;78545;Saint-Cyr-l'Ecole;580629.0;2422311.0;48.7989222361, 2.07296401601;5.0;0.0
87393272;873932;COIGNIERES;COIGNIERES;GARE DE COIGNIERES;Coignières;Coignières;Rue de la Gare 78310 Coignières;78168;Coignières;569410.0;2416213.0;48.7436769393, 1.92077150693;5.0;0.0
87386573;873865;POISSY;POISSY;GARE DE POISSY;Poissy-Talb.;Poissy;Place de la gare par l'Avenue Maurice Berteaux;78498;Poissy;578346.0;2437255.0;48.9331553703, 2.04113811959;5.0;0.0
87393108;873931;MEUDON;MEUDON;GARE DE MEUDON;Meudon;Meudon;Place du 8 Mai 1945 92190 Meudon;92048;Meudon;592979.0;2424064.0;48.8149324174, 2.24095618611;3.0;0.0
87393116;873931;BELLEVUE;BELLEVUE;GARE DE BELLEVUE;Bellevue;Bellevue;;92048;Meudon;592147.0;2424535.0;48.819155929, 2.22962459235;3.0;0.0
87271395;872713;LE BOURGET;LE BOURGET;GARE DU BOURGET;Le Bourget;Le Bourget;Place des Déportés, 93350 Le Bourget;93013;Le Bourget;606545.0;2436965.0;48.9308838397, 2.42577594169;3.0;0.0
87271403;872714;DRANCY;DRANCY;GARE DE DRANCY;Drancy;Drancy;193, Rue Anatole France, 93700 Drancy;93029;Drancy;608697.0;2437189.0;48.9328715049, 2.45513299027;3.0;0.0
87116103;871161;MEAUX;MEAUX;GARE DE MEAUX;Meaux;Meaux;Place de la gare 77100 Meaux;77284;Meaux;639385.0;2440056.0;48.9574880158, 2.87398151191;5.0;0.0
87116079;871160;VERNEUIL L'ETANG;VERNEUIL L'ETANG;GARE DE VERNEUIL L ETANG;Verneuil;Verneuil-l'Étang;;77493;Verneuil-l'Etang;635987.0;2405248.0;48.644845508, 2.82466540585;5.0;0.0
87116376;871163;SAINT-REMY LA VANNE;SAINT-REMY LA VANNE;GARE DE ST REMY LA VANNE;;Saint-Rémy-la-Vanne;;77432;Saint-Rémy-la-Vanne;666864.0;2422802.0;48.8001565925, 3.2462310892;5.0;0.0
87116574;871165;CHEZY SUR MARNE;CHEZY SUR MARNE;GARE DE CHEZY SUR MARNE;;Chézy-sur-Marne;;2186;Chézy-sur-Marne;675262.0;2444237.0;48.9918518743, 3.36428923528;100.0;0.0
87116673;871166;LA FERTE MILON;LA FERTE MILON;GARE DE LA FERTE MILON;;La Ferté-Milon;;2307;La Ferté-Milon;657241.0;2464920.0;49.17955597, 3.12102785979;100.0;0.0
87276451;872764;BRUYERES SUR OISE;BRUYERES SUR OISE;GARE DE BRUYERES SUR OISE;Bruyères/O;Bruyères-sur-Oise;Rue de la gare 95820 Bruyères-sur-Oise;95116;Bruyères-sur-Oise;599219.0;2461914.0;49.1551082977, 2.32580235002;100.0;0.0
87381152;873811;BOISSY L'AILLERIE;BOISSY L'AILLERIE;GARE DE BOISSY L AILLERIE;Boissy l'A.;Boissy-l'Aillerie;Rue de la Gare 95650 Boissy l'Aillerie;95078;Boissy-l'Aillerie;577252.0;2453130.0;49.0757741194, 2.02535654106;5.0;0.0
87381806;873818;TRIEL SUR SEINE;TRIEL SUR SEINE;GARE DE TRIEL SUR SEINE;Triel/Seine;Triel-sur-Seine;Place de la Gare 78510 Triel Sur Seine;78624;Triel-sur-Seine;575765.0;2442590.0;48.9810063299, 2.00562594712;5.0;0.0
87381590;873815;MANTES STATION;MANTES STATION;GARE DE MANTES STATION;Mantes-Stat.;Mantes Station;Place de l'Europe 78200 Mantes la Ville;78361;Mantes-la-Jolie;554527.0;2443009.0;48.9836142513, 1.71562987614;5.0;0.0
87381814;873818;VAUX SUR SEINE;VAUX SUR SEINE;GARE DE VAUX SUR SEINE;Vaux/Seine;Vaux-sur-Seine;Avenue de la gare 78740 Vaux Sur Seine;78638;Vaux-sur-Seine;572700.0;2445495.0;49.0069879925, 1.96359187721;5.0;0.0
87276576;872765;LUZARCHES;LUZARCHES;GARE DE LUZARCHES;Luzarches;Luzarches;Boulevard de La Fraternité, 95270 Luzarches;95352;Luzarches;606095.0;2457681.0;49.117045597, 2.41993534167;5.0;0.0
87276659;872766;FREPILLON;FREPILLON;GARE DE FREPILLON;Frépillon;Frépillon;Avenue Gaston Bourry 95740 Frépillon;95256;Frépillon;589810.0;2449807.0;49.0462385732, 2.19720455205;5.0;0.0
87381038;873810;AVENUE FOCH;AVENUE FOCH;AVENUE FOCH;Avenue Foch;Avenue Foch;91 Boulevard Flandrin 75016 Paris;75116;Paris;595582.0;2430392.0;48.8718288723, 2.27631406885;1.0;0.0
87332973;873329;SALLE DES FETES (ANGERVILLE);SALLE DES FETES (ANGERVILLE);SALLE DES FETES;;Angerville Salle des Fêtes;;91016;Angerville;575090.0;2368218.0;48.312467934, 2.0007574059;5.0;0.0
87381244;873812;GISORS;GISORS;GARE DE GISORS;;Gisors;;27284;Gisors;559847.0;2476541.0;49.2852574164, 1.78504836506;100.0;0.0
87116293;871162;VAIRES TORCY;VAIRES TORCY;GARE DE VAIRES TORCY;Vaires Torcy;Vaires - Torcy;Place du Général de Gaulle 77360 Vaires-sur-Marne;77479;Vaires-sur-Marne;622252.0;2430812.0;48.8752353152, 2.63968946902;5.0;0.0
87276469;872764;PERSAN BEAUMONT;PERSAN BEAUMONT;GARE DE PERSAN BEAUMONT;Persan B.;Persan - Beaumont-sur-Oise;Avenue de la Gare 95340 Persan;95487;Persan;595830.0;2461141.0;49.1481493422, 2.27938439623;5.0;0.0
87276501;872765;PRESLES COURCELLES;PRESLES COURCELLES;GARE DE PRESLES COURCELLES;Presles C.;Presles - Courcelles;Place de la gare 95590 Presles;95504;Presles;596437.0;2457275.0;49.1134158059, 2.2877319038;5.0;0.0
87116319;871163;LAGNY THORIGNY;LAGNY THORIGNY;GARE DE LAGNY THORIGNY;Lagny;Lagny - Thorigny;2 rue de la gare 77400 Thorigny-sur-Marne;77464;Thorigny-sur-Marne;626976.0;2431586.0;48.8820106403, 2.70410248006;5.0;0.0
87272146;872721;LES GRESILLONS;LES GRESILLONS;GARE DES GRESILLONS;Grésillons;Les Grésillons;Avenue des Gresillons 923230 Genneviliers;92036;Gennevilliers;598402.0;2435767.0;48.9201482202, 2.31471303257;3.0;0.0
87276154;872761;PONT PETIT;PONT PETIT;GARE DE PONT PETIT;Pont Petit;Pont Petit;Rue Louis Auguste Blanqui 95310 Saint-Ouen-l'Aumône;95572;Saint-Ouen-l'Aumône;584914.0;2451325.0;49.0597820664, 2.1302213648;5.0;0.0
87271528;872715;MITRY CLAYE;MITRY CLAYE;GARE DE MITRY CLAYE;Mitry-Claye;Mitry-Claye;Rue Jean Caille, 77290, Mitry Mory;77294;Mitry-Mory;622413.0;2441999.0;48.9757656753, 2.64247497956;5.0;0.0
87276568;872765;VIARMES;VIARMES;GARE DE VIARMES;Viarmes;Viarmes;Place de la gare 95270 Viarmes;95652;Viarmes;602287.0;2457596.0;49.1163064814, 2.36780775232;5.0;0.0
87276436;872764;DOMONT;DOMONT;GARE DE DOMONT;Domont;Domont;PLACE DE LA GARE 95330 DOMONT;95199;Domont;600071.0;2448290.0;49.0326887538, 2.33747334398;4.0;0.0
87276006;872760;CREIL;CREIL;GARE DE CREIL;;Creil;;60175;Creil;609657.0;2474053.0;49.2641015333, 2.46907080816;100.0;0.0
87393504;873935;PETIT JOUY LES LOGES;PETIT JOUY LES LOGES;GARE DE PETIT JOUY LES LOGES;Petit Jouy;Les Loges-en-Josa le Petit Jouy;Chemin de Petit Jouy 78350 Les Loges-en-Jouy;78343;Les Loges-en-Josas;586027.0;2419124.0;48.7704181964, 2.14650866618;4.0;0.0
87393421;873934;PLAISIR GRIGNON;PLAISIR GRIGNON;GARE DE PLAISIR GRIGNON;Plaisir Gr.;Plaisir - Thiverval-Grignon;Place de la Gare 78610 Le Perray en Yvelines;78490;Plaisir;571109.0;2426002.0;48.8317373306, 1.94319450577;5.0;0.0
87393629;873936;PLAISIR LES CLAYES;PLAISIR LES CLAYES;GARE DE PLAISIR LES CLAYES;Plaisir;Plaisir - Les Clayes-sous-Bois;Rue des Vicomtes 78730 Plaisir;78490;Plaisir;572346.0;2425879.0;48.8306864145, 1.96004233912;5.0;0.0
87393645;873936;GRAVIGNY BALIZY;GRAVIGNY BALIZY;GARE DE GRAVIGNY BALIZY;Gravigny B.;Gravigny Balizy;Rue des Templiers 91160 Longjumeau;91345;Longjumeau;598612.0;2409631.0;48.6852431878, 2.31766558108;4.0;0.0
87393835;873938;TRAPPES;TRAPPES;GARE DE TRAPPES;Trappes;Trappes;Avenue Gabriel Péri 78 190 Trappes;78621;Trappes;575748.0;2419673.0;48.7750462311, 2.00670966763;5.0;0.0
87393348;873933;GAZERAN;GAZERAN;GARE DE GAZERAN;;Gazeran;Rue du Château d'Eau 78125 Gazeran;78269;Gazeran;558278.0;2403186.0;48.6259584399, 1.77076179071;5.0;0.0
87394148;873941;SAINT-PIAT;SAINT-PIAT;GARE DE ST PIAT;;Saint-Piat;;28357;Saint-Piat;544867.0;2394007.0;48.5424409263, 1.59010244864;100.0;0.0
87394114;873941;EPERNON;EPERNON;GARE D'EPERNON;;Épernon;;28140;Epernon;547684.0;2398510.0;48.5831533602, 1.62768739729;100.0;0.0
87419952;874199;SERANS;Serans;GARE DE SERANS;;Serans;;60614;Serans;563474.0;2465450.0;49.1858313836, 1.83583096064;100.0;0.0
87394155;873941;JOUY;JOUY;GARE DE JOUY;;Jouy;;28201;Jouy;542505.0;2390547.0;48.5111319853, 1.55859105877;100.0;0.0
87758318;877583;NEUILLY PLAISANCE;NEUILLY PLAISANCE;GARE DE NEUILLY PLAISANCE;;Neuilly-Plaisance;;93049;Neuilly-Plaisance;613008.0;2428364.0;48.8534873866, 2.5136654026;3.0;1.0
87785436;877854;SAINT-MICHEL NOTRE DAME;SAINT-MICHEL NOTRE DAME;ST MICHEL ND RER B;;Saint-Michel;;75104;Paris;600537.0;2428345.0;48.8534470903, 2.34381916735;1.0;1.0
87758607;877586;CHATELET LES HALLES;Châtelet les Halles;CHATELET LES HALLES;;Châtelet les Halles;;75101;Paris;600801.0;2428807.0;48.8575990354, 2.34741546883;1.0;1.0
87758870;877588;GIF SUR YVETTE;GIF SUR YVETTE;GARE DE GIF SUR YVETTE;;Gif-sur-Yvette;;91272;Gif-sur-Yvette;585285.0;2411110.0;48.6983695617, 2.13669740173;5.0;1.0
87758730;877587;PARC DE SCEAUX;PARC DE SCEAUX;GARE DE PARC DE SCEAUX;;Parc de Sceaux;;92002;Sceaux;598055.0;2419134.0;48.7706579571, 2.31005953531;4.0;1.0
87758771;877587;LES BACONNETS;LES BACONNETS;GARE DES BACONNETS;;Les Baconnets;;92002;Antony;596391.0;2415677.0;48.7395785722, 2.28746296112;4.0;1.0
87758722;877587;ROBINSON;ROBINSON;GARE DE ROBINSON;;Robinson;;92071;Chatenay-Malabry;595959.0;2420179.0;48.7800404985, 2.2815489662;3.0;1.0
87758656;877586;GENTILLY;GENTILLY;GARE DE GENTILLY;;Gentilly;;94037;Gentilly;600331.0;2424086.0;48.8151690461, 2.34101082385;2.0;1.0
87758847;877588;ORSAY VILLE;ORSAY VILLE;GARE D'ORSAY VILLE;;Orsay;;91471;Orsay;588634.0;2411027.0;48.6976916156, 2.18217452645;5.0;1.0
87758664;877586;LAPLACE;LAPLACE;GARE DE LAPLACE;;Laplace;;94003;Arcueil;599805.0;2423230.0;48.807475534, 2.33385287317;2.0;1.0
87382481;873824;SAINT-NOM LA BRETECHE FORET DE MARLY;SAINT-NOM LA BRETECHE FORET DE MARLY;GARE DE ST NOM LA BRETECHE FORET DE MARLY;St Nom la B;Saint-Nom-la-Bretèche Forêt de Marly;Route de Saint Nom la Bretèche 78620 L'Etang La Ville;78224;L'Etang-la-Ville;579039.0;2429991.0;48.8678965333, 2.05095165696;5.0;0.0
87393322;873933;PONT DU GARIGLIANO - Hôpital Européen GeorgesPompidou;PONT DU GARIGLIANO - Hôpital Européen GeorgesPompidou;BOULEVARD VICTOR PONT DU GARIGLIANO;Bld Victor;Boulevard Victor;193, Quai André Citroën 75015 Paris;75115;Paris;595159.0;2426711.0;48.838743022, 2.27059360886;1.0;0.0
87381871;873818;LA FRETTE MONTIGNY;LA FRETTE MONTIGNY;GARE DE LA FRETTE MONTIGNY;La Frette M;La Frette-sur-Seine - Montiny-lès-Cormeilles;Place de la Gare 95530 La Frette Sur Seine;95257;La Frette-sur-Seine;588549.0;2442457.0;48.9801682958, 2.18016741599;4.0;0.0
87988709;879887;REMISE A JORELLE (T4);REMISE A JORELLE;REMISE A JORELLE;;Bondy Remise à Jorelle;;93010;Bondy;611155.0;2432744.0;48.8928864431, 2.48854373913;3.0;0.0
87681825;876818;VILLENEUVE SAINT-GEORGES;VILLENEUVE SAINT-GEORGES;GARE DE VILLENEUVE ST GEORGES;Villeneuve S;Villeneuve-Saint-Georges;Place Pierre Sémart 94190 Villeneuve St Georges;94078;Villeneuve-Saint-Georges;608100.0;2414613.0;48.7299751663, 2.44656156169;4.0;0.0
87682187;876821;SAVIGNY LE TEMPLE NANDY;SAVIGNY LE TEMPLE NANDY;GARE DE SAVIGNY LE TEMPLE NANDY;Savigny le T;Savigny-le-Temple - Nandy;Avenue Jean Moulin 77547 Savigny le Temple;77445;Savigny-le-Temple;618199.0;2399672.0;48.5954687946, 2.5831402916;5.0;0.0
87682443;876824;VULAINES SUR SEINE SAMOREAU;VULAINES SUR SEINE SAMOREAU;GARE DE VULAINES SUR SEINE SAMOREAU;;Vulaines-sur-Seine - Samoreau;Avenue de la Gare , 77870 Vulaines-sur-Seine;77442;Samoreau;630814.0;2381381.0;48.4305611079, 2.75278446885;5.0;0.0
87682468;876824;VERNOU SUR SEINE;VERNOU SUR SEINE;GARE DE VERNOU SUR SEINE;;Vernou-la-Celle-sur-Seine;route de montereau 77670 Vernou-le-Celle-sur-Seine;77494;Vernou-la-Celle-sur-Seine;637477.0;2376596.0;48.3871918594, 2.84237865621;5.0;0.0
87682450;876824;CHAMPAGNE SUR SEINE;CHAMPAGNE SUR SEINE;GARE DE CHAMPAGNE SUR SEINE;;Champagne-sur-Seine;Place de l'Europe 77430 Champagne-sur-Seine;77079;Champagne-sur-Seine;634267.0;2378733.0;48.4065817182, 2.79922050049;5.0;0.0
87682401;876824;LIVRY SUR SEINE;LIVRY SUR SEINE;GARE DE LIVRY SUR SEINE;;Livry-sur-Seine;Rue de Melun 77000 Livry-sur- Seine;77255;Livry-sur-Seine;625330.0;2390205.0;48.5101258788, 2.67921963213;5.0;0.0
87682302;876823;MONTEREAU;MONTEREAU;GARE DE MONTEREAU;;Montereau;Place Pierre Sémard 77130 Montereau-Fault-Yonne;77305;Montereau-Fault-Yonne;644931.0;2375830.0;48.3798317075, 2.94290979682;5.0;0.0
87758037;877580;NANTERRE UNIVERSITE;NANTERRE UNIVERSITE;GARE DE NANTERRE UNIVERSITE RER A;;Nanterre Université;;92050;Nanterre;591099.0;2433704.0;48.9015475909, 2.21516720292;3.0;1.0
87754986;877549;BUSSY SAINT-GEORGES;BUSSY SAINT-GEORGES;GARE DE BUSSY ST GEORGES;;Bussy-Saint-Georges;;77058;Bussy-Saint-Georges;627416.0;2426551.0;48.8367409178, 2.70977301222;5.0;1.0
87758136;877581;NOGENT SUR MARNE;NOGENT SUR MARNE;GARE DE NOGENT SUR MARNE;;Nogent-sur-Marne;;94052;Nogent-sur-Marne;609948.0;2426228.0;48.8343444968, 2.47194060412;3.0;1.0
87276089;872760;MONTIGNY BEAUCHAMP;MONTIGNY BEAUCHAMP;GARE DE MONTIGNY BEAUCHAMP;Montigny B.;Montigny-lès-Cormeilles - Beauchamp;Place de la Gare, 95370 Montigny Les Cormeilles;95051;Beauchamp;589841.0;2445501.0;49.0075447708, 2.19773281432;4.0;0.0
87382861;873828;VERSAILLES RIVE DROITE;VERSAILLES RIVE DROITE;GARE DE VERSAILLES RIVE DROITE;VersaillesRD;Versailles Rive Droite;40, Rue du Maréchal Foch 78000 Versailles;78646;Versailles;585225.0;2423487.0;48.8096143342, 2.1354511829;4.0;0.0
87381830;873818;MEULAN HARDRICOURT;MEULAN HARDRICOURT;GARE DE MEULAN HARDRICOURT;Meulan H;Meulan-en-Yvelines - Hardricourt;Avenue de la Gare 78250 Meulan Hardricourt;78299;Hardricourt;568182.0;2445379.0;49.005736642, 1.90188702143;5.0;0.0
87271148;872711;EPINAY SUR SEINE;EPINAY SUR SEINE;GARE D'EPINAY SUR SEINE;Epinay / S.;Épinay-sur-Seine;Place de la Nouvelle Gare, 93800 Epinay-sur-Seine;93031;Epinay-sur-Seine;597506.0;2439552.0;48.9541604559, 2.30247161058;3.0;0.0
87382002;873820;BECON LESBRUYERES;BECON LES BRUYERES;GARE DE BECON LES BRUYERES;Bécon-Les-B.;Bécon les Bruyères;Rue Madira - 92400 Courbevoie;92026;Courbevoie;595017.0;2434148.0;48.9055805862, 2.26857173893;3.0;0.0
87382218;873822;LA DEFENSE GRANDE ARCHE;LA DEFENSE GRANDE ARCHE;GARE DE LA DEFENSE;La Défense;La Défense;Rue Carpeaux - 92800 Puteaux;92062;Courbevoie;592793.0;2432805.0;48.8934895769, 2.23827508094;3.0;0.0
87382465;873824;MARLY LE ROI;MARLY LE ROI;GARE DE MARLY LE ROI;Marly-le-Roi;Marly-le-Roi;Rue Carnot 78160 Marly le Roi;78372;Marly-le-Roi;582393.0;2430364.0;48.8713498332, 2.09662765703;4.0;0.0
87382879;873828;MONTREUIL;MONTREUIL;GARE DE MONTREUIL;Montreuil;Montreuil;Rue de la Bonne Aventure 78000 Versailles;78646;Versailles;586385.0;2423161.0;48.8067100466, 2.15124665346;4.0;0.0
87382457;873824;LOUVECIENNES;LOUVECIENNES;GARE DE LOUVECIENNES;Louveciennes;Louveciennes;;78350;Louveciennes;584332.0;2429213.0;48.8610558392, 2.12308717495;4.0;0.0
87384008;873840;PARIS SAINT-LAZARE (GARE SAINT-LAZARE);PARIS SAINT-LAZARE;GARE ST LAZARE;;Paris Saint-Lazare;;75109;Paris;599136.0;2430783.0;48.875357836, 2.32473327749;1.0;0.0
87545483;875454;BREUILLETBRUYERES LE CHATEL;BREUILLETBRUYERES LE CHATEL;GARE DE BREUILLET BRUYERES LE CHATEL;Breuillet b.;Breuillet - Bruyères-le-Châtel;Route d'Arpajon 91650 Breuillet;91105;Breuillet;589318.0;2397612.0;48.577116663, 2.19179929447;5.0;0.0
87546291;875462;RUNGIS LA FRATERNELLE;RUNGIS LA FRATERNELLE;GARE DE RUNGIS LA FRATERNELLE;Rungis la F.;Rungis la Fraternelle;Rue des Alpes 94150 Rungis;94065;Rungis;601196.0;2415754.0;48.7402800868, 2.35276043346;4.0;0.0
87545277;875452;VILLENEUVE LE ROI;VILLENEUVE LE ROI;GARE DE VILLENEUVE LE ROI;Villeneuve;Villeneuve-le-Roi;Place de la Gare 94290 Villeneuve-le-Roi;94077;Villeneuve-le-Roi;606599.0;2415707.0;48.7398253728, 2.42618441057;4.0;0.0
87681437;876814;BALLANCOURT;BALLANCOURT;GARE DE BALLANCOURT;Ballancourt;Ballancourt-sur-Essonne;Avenue du Général Leclerc 91610;91045;Ballancourt-sur-Essonne;602569.0;2392632.0;48.5324333359, 2.37128293053;5.0;0.0
87545301;875453;IVRY SUR SEINE;IVRY SUR SEINE;GARE D'IVRY SUR SEINE;Ivry / Seine;Ivry-sur-Seine;Place Marcel Cachin 94200 Ivry-sur-Seine;94041;Ivry-sur-Seine;604009.0;2424000.0;48.8143839943, 2.39106475934;2.0;0.0
87681403;876814;MOULIN GALANT;MOULIN GALANT;GARE DE MOULIN GALANT;Moulin Gal.;Moulin Galant;Rue Paul Bert 91100 Corbeil-Essonnes;91174;Corbeil-Essonnes;610106.0;2398616.0;48.5861529748, 2.47344029503;5.0;0.0
87681379;876813;GRIGNY CENTRE;GRIGNY CENTRE;GARE DE GRIGNY CENTRE;Grigny;Grigny;Route de Corbeil 91350 Grigny centre;91286;Grigny;604390.0;2406107.0;48.6535538719, 2.39606757755;5.0;0.0
87545137;875451;ETAMPES;ETAMPES;GARE D'ETAMPES;Etampes;Étampes;Place du Général Leclerc 91150 Etampes;91223;Etampes;586897.0;2382008.0;48.4367952365, 2.15947993947;5.0;0.0
87545525;875455;DOURDAN;DOURDAN;GARE DE DOURDAN;Dourdan;Dourdan;Place Amédée Guénée 91410 Dourdan;91200;Dourdan;575856.0;2392813.0;48.5336120759, 2.00970050084;5.0;0.0
87545707;875457;VOVES;VOVES;GARE DE VOVES;Yerres;Voves;;28422;Voves;546965.0;2364236.0;48.274974514, 1.62217099624;100.0;0.0
87697300;876973;EPINAY VILLETANEUSE T11;EPINAY VILLETANEUSE;GARE DE EPINAY VILLETANEUSE T11;;Epinay Villetaneuse;Route de Saint-Leu;93031;Epinay-sur-Seine;599374.0;2440056.0;48.95869588, 2.32796439;3.0;0.0
87697342;876973;DUGNY LA COURNEUVE;DUGNY LA COURNEUVE;DUGNY-LA COURNEUVE;;Dugny La Courneuve;103, Avenue Waldeck Rocher- D 114;93027;La Courneuve;605444.0;2438429.0;48.94405898, 2.41078194;3.0;0.0
87697292;876972;EPINAY SUR SEINE T11;EPINAY SUR SEINE;EPINAY SUR SEINE T11;;Epinay sur Seine;2, Rue du 8 Mai 1945;93031;Epinay-sur-Seine;597494.0;2439565.0;48.954279835, 2.302311855;3.0;0.0
87382804;873828;SAINT-GERMAIN EN LAYE GRANDE CEINTURE;SAINT-GERMAIN EN LAYE GRANDE CEINTURE;GARE DE ST GERMAIN GRANDE CEINTURE;St GermainGC;Saint-Germain-en-Laye Grande Ceinture;Place Christiane Frahier 78100 St Germain en Laye;78551;Saint-Germain-en-Laye;580680.0;2433912.0;48.9031868487, 2.07312748284;4.0;0.0
87386052;873860;ACHERES GRAND CORMIER;ACHERES GRAND CORMIER;GARE D'ACHERES GRAND CORMIER;Achères Gd C;Achères Grand Cormier;RN184 / RUE DE LA CITE CROIX SAINT SIMON;78551;Saint-Germain-en-Laye;582084.0;2439693.0;48.9551807035, 2.09202131475;5.0;0.0
87382499;873824;CERGY SAINT-CHRISTOPHE;CERGY SAINT-CHRISTOPHE;GARE DE CERGY ST CHRISTOPHE;Cergy St-Ch.;Cergy Saint-Christophe;Rue des pas perdus;95127;Cergy;577906.0;2450226.0;49.0497023367, 2.03445484969;5.0;0.0
87381731;873817;NEZEL AULNAY;NEZEL AULNAY;GARE DE NEZEL AULNAY;Nezel Aulnay;Nézel - Aulnay-sur-Mauldre;Place de la gare 78410 Nézel;78451;Nézel;563642.0;2437937.0;48.9386178404, 1.84051710634;5.0;0.0
87381822;873818;THUN LE PARADIS;THUN LE PARADIS;GARE DE THUN LE PARADIS;Thun le P.;Thun le Paradis;Rue des Annonciades 78250 Meulan;78401;Meulan;569458.0;2445482.0;49.006724462, 1.91930866297;5.0;0.0
