Pays;Secteur;Type;Nom;WGS 84;Adresse;Département;Code postal;Ville;Lundi;Mardi;Mercredi;Jeudi;Vendredi ;Samedi;Dimanche et fêtes;Ouvert le lundi;Ouvert le mardi;Ouvert le mercredi;Ouvert le jeudi;Ouvert le vendredi;Ouvert le samedi;Ouvert le dimanche;Rendez-vous;GUICHET VENTE VOYAGES;BLS
(borne libre service);lu;ma;me;je;ve;LU - VE;Ouvert lundi - vendredi;Particularités;Particularités EN;Particularités ES;Particularités DE;Particularités IT;Particularités NL;Dates d'ouverture
si pdv saisonnier;Dates d'ouverture si pdv saisonnier EN;Dates d'ouverture si pdv saisonnier ES;Dates d'ouverture si pdv saisonnier DE;Dates d'ouverture si pdv saisonnier IT;Dates d'ouverture si pdv saisonnier NL;Si travaux, 
dates de fermeture;Si travaux, dates de fermeture EN;Si travaux, dates de fermeture ES;Si travaux, dates de fermeture DE;Si travaux, dates de fermeture IT;Si travaux, dates de fermeture NL;URL profonde service rendez-vous 
France;OUEST;Gare;CASTRES;43.59690633, 2.22695182;108 avenue Albert 1er;81;81100.0;Castres;5:40-19:10;6:10-19:10;6:10-19:10;6:10-19:10;6:10-19:10;7:40-12:00 & 14:00-20:10;10:00-12:00 & 14:00-20:10;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;FIGEAC;44.60370252, 2.03677357;Rue de la Gare;46;46100.0;Figeac;4:45-0:10;4:45-0:10;4:45-0:10;4:45-0:10;4:45-0:10;4:45-0:10;4:45-0:10;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;LANNEMEZAN;43.11423478, 0.38760662;270 avenue de la Gare;65;65300.0;Lannemezan;6:00-14:00 & 14:30-19:15 & 20:30-22:30;6:00-12:45 & 13:15-20:40;6:00-12:45 & 13:15-20:40;6:00-12:45 & 13:15-20:40;6:00-14:00 & 14:30-19:15 & 20:30-22:30;6:30-13:40 & 14:10-19:5 & 20:05-22:00;9:10-15:25 & 15:55-22:30;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;NAUCELLE;44.1856517, 2.36344312;Route de la Gare;12;12800.0;Naucelle;6:30-13:45 & 14:15-21:45;6:30-13:45 & 14:15-21:45;6:30-13:45 & 14:15-21:45;6:30-13:45 & 14:15-21:45;6:30-13:45 & 14:15-21:45;7:40-13:30 & 14:30-21:45;7:40-14:00 & 14:30-21:45;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;TARASCON SUR ARIEGE;42.84945283, 1.60003103;Avenue de la Gare;09;9400.0;Tarascon sur Ariège;5:35-13:00 & 13:50-21:30;5:35-13:00 & 13:50-21:30;5:35-13:00 & 13:50-21:30;5:35-13:00 & 13:50-20:30;5:35-13:00 & 13:50-21:30;7:15-12:30 & 17:10-21:30;17:10-21:30;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;GARE;TOULOUSE MATABIAU;43.61089468, 1.45325035;64, Bouleverd Pierre Semard;31;31079.0;Toulouse;7:00-21:20;7:00-21:20;7:00-21:20;7:00-21:20;7:00-21:20;7:00-21:20;7:00-21:20;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;oui;oui;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;VALENCE D'AGEN;44.11184592, 0.89179102;Cour de Verdun;82;82400.0;Valence d'Agen;6:10-13:40;8:45-13:00 & 14:10-17:40;8:45-13:00 & 14:10-17:40;8:45-13:00 & 14:10-17:40;8:45-13:00 & 14:10-17:40;8:45-15:15;9:00-14:30;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;BUZANCAIS;46.88486371, 1.41840962;Avenue de la Gare;36;36500.0;Buzançais;Fermé;9:30-12:30 & 14:00-18:10;9:30-12:30 & 14:00-18:10;9:30-12:30 & 14:00-18:10;9:30-12:30 & 14:00-18:10;9:30-12:30 & 14:00-18:10;Fermé;fermé;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;non;Oui;Non;0.0;1.0;1.0;1.0;1.0;4.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;CHATEAU RENAULT;47.58828716, 0.90159471;Rue A. Bertrand;37;37110.0;Chateaurenault;6:15-12:00 & 12:35-19:30;6:15-12:00 & 12:35-19:30;6:15-12:00 & 12:35-19:30;6:15-12:00 & 12:35-19:30;6:15-12:00 & 12:35-19:30;6:40-13:15;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;CHATEAUROUX;46.80891813, 1.69857645;Rue Bourdillon;36;36000.0;Chateauroux;06:50-20:15;6:50-20:15;6:50-20:15;6:50-20:15;6:50-20:15;8:40-20:10;12:20-20:15;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Oui;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;ISSOUDUN;46.94784857, 1.98492117;Boulevard Favreau;36;36100.0;Issoudun;9:00-12:00 & 14:00-18:30;9:00-12:00 & 14:00-18:30;9:00-12:00 & 14:00-18:30;9:00-12:00 & 14:00-18:30;9:00-12:00 & 14:00-18:30;Fermé;14:00-19:30;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;LANGEAIS;47.32394381, 0.41032554;6 place J. Martin;37;37130.0;Langeais;6:20-13:15 & 13:40-19:30;6:20-13:15 & 13:40-19:30;6:20-13:15 & 13:40-19:30;6:20-13:15 & 13:40-19:30;6:20-13:15 & 13:40-19:30;9:00-11:30 & 12:30-18:00;12:40-20:25;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;LOCHES;47.13040021, 1.0009696;Place de la Gare;37;37600.0;Loches;6:00-12:30&14:00-19:40;6:00-12:30&14:00-19:40;6:00-12:30&14:00-19:40;6:00-12:30&14:00-19:40;6:00-12:30&14:00-19:40;7:15-13:30&14:00-19:00;14:30-19:45;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;MEUNG SUR LOIRE;47.82997881, 1.69176022;Rue de la Gare;45;45130.0;Meung sur Loire;5:55-12:55 & 13:15-20:15;5:55-12:55 & 13:15-20:15;5:55-12:55 & 13:15-20:15;5:55-12:55 & 13:15-20:15;5:55-12:55 & 13:15-20:15;8:55-13:00 & 13:20-16:10;13:35-20:20;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;SALBRIS;47.42516689, 2.04756436;Avenue du Général Giraud;41;41300.0;Salbris;6:00-20:00;6:00-20:00;6:00-20:00;6:00-20:00;6:00-20:00;6:00-20:30;8:00-20:30;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;SELLES SUR CHER;47.28175674, 1.54611529;Place de la Gare;41;41130.0;Selles sur Cher;6:40-13:55;6:40-13:55;6:40-13:55;6:40-13:55;6:40-13:55;Fermé;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;fermé;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;TOURY;48.194114, 1.939738;Place de la gare;28;28310.0;Toury;6:25-14:05;6:25-14:05;6:25-14:05;6:25-14:05;6:25-14:05;12:20-19:10;14:10-19:10;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;GARE;VENDOME;47.8014033403, 1.06725120876;9 boulevard TREMAULT;41;41100.0;Vendôme;10:15-12:45 & 13:50-18:30;10:15-12:45 & 13:50-18:30;10:15-12:45 & 13:50-18:30;10:15-12:45 & 13:50-18:30;10:15-12:45 & 13:50-18:30;10:15-12:45 & 13:50-18:30;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;non;oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;NORD;Gare;BUEIL;48.92508991, 1.44377555;1 place de la Gare;27;27730.0;Bueil;5:30-12:45;5:30-12:45;5:30-12:45;5:30-12:45;5:30-12:45;Fermé;13:15-20:40;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;ILE-DE-FRANCE;BLS SEULE;HOUILLES CARRIERES SUR SEINE;48.9209942887, 2.18475958976;1 rue du 4 Septembre;78;78800.0;HOUILLES;;;;;;;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;non;non;oui;0.0;0.0;0.0;0.0;0.0;0.0;n/a;;;;;;;;;;;;;;;;;;;
France;ILE-DE-FRANCE;BLS SEULE;LA CELLE ST CLOUD;48.84302528, 2.13766327;Place Jean Mermoz;78;78170.0;La Celle St Cloud;;;;;;;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;non;Non;Oui;0.0;0.0;0.0;0.0;0.0;0.0;n/a;;;;;;;;;;;;;;;;;;;
France;ILE-DE-FRANCE;BLS SEULE;VERNOUILLET VERNEUIL;48.981218, 1.982576;26, avenue du chemin de fer;78;78480.0;Verneuil sur Seine;;;;;;;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;non;non;oui;0.0;0.0;0.0;0.0;0.0;0.0;n/a;;;;;;;;;;;;;;;;;;;
France;ILE-DE-FRANCE;BLS SEULE;BRUNOY;48.698416, 2.506861;Place de la gare;91;91800.0;Brunoy;;;;;;;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;non;non;oui;0.0;0.0;0.0;0.0;0.0;0.0;n/a;;;;;;;;;;;;;;;;;;;
France;ILE-DE-FRANCE;BLS SEULE;COMBS LA VILLE QUINCY;48.6657227986, 2.54872073384;Rue de la gare;77;77380.0;Combs-la-Ville;;;;;;;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;non;non;oui;0.0;0.0;0.0;0.0;0.0;0.0;n/a;;;;;;;;;;;;;;;;;;;
France;ILE-DE-FRANCE;BLS SEULE;CORBEIL ESSONNES;48.6137757949, 2.47411286999;Place Henri Barbusse;91;91100.0;Corbeil-Essonnes;;;;;;;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;oui;non;oui;0.0;0.0;0.0;0.0;0.0;0.0;n/a;;;;;;;;;;;;;;;;;;;http://www.rendezvous.sncf.com/garecorbeilessonnes
France;ILE-DE-FRANCE;BLS SEULE;MONOPRIX NATION;48.8495664, 2.39918336;20, boulevard de Charonne;75;75020.0;PARIS;;;;;;;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;non;non;oui;0.0;0.0;0.0;0.0;0.0;0.0;n/a;;;;;;;;;;;;;;;;;;;
France;ILE-DE-FRANCE;BLS SEULE;VIGNEUX SUR SEINE;48.707617, 2.413718;Place Robert Lakota;91;91270.0;Vigneux sur seine;;;;;;;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;non;non;oui;0.0;0.0;0.0;0.0;0.0;0.0;n/a;;;;;;;;;;;;;;;;;;;
France;EST;Gare;BAR SUR AUBE;48.23854994, 4.70683803;Rue du Général De Gaulle;10;10200.0;Bar sur Aube;5:50-11:50 & 14:05-19:20;6:50-11:50 & 14:05-19:20;6:50-11:50 & 14:05-19:20;6:50-11:50 & 14:05-19:20;6:50-11:50 & 14:05-19:20;9:15-16:30;14:05-19:20;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;EST;Gare;FUMAY;49.98621208, 4.69199014;214 rue Céramique;08;8170.0;Fumay;7:00-11:00 & 12:30-15:45;7:00-11:00 & 12:30-15:45;7:00-11:00 & 12:30-15:45;7:00-11:00 & 12:30-15:45;7:00-11:00 & 12:30-15:45;Fermé;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;fermé;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;EST;Gare;MOURMELON LE PETIT;49.13122492, 4.31771739;Place de la Gare;51;51400.0;Mourmelon Le Petit;6:30-9:10 & 13:45-16:45;8:00-12:15;8:00-12:15;8:00-12:15;8:00-12:15;13:45-16:00;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;EST;Gare;REVIN;49.93856365, 4.64275361;38 avenue Danton;08;8500.0;Revin;9:00-13:5 & 14:05-17:15;9:00-13:5 & 14:05-17:15;9:00-13:5 & 14:05-17:15;9:00-13:5 & 14:05-17:15;9:00-13:5 & 14:05-17:15;Fermé;12:25-19:40;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;EST;Gare;ST DIZIER;48.6428056, 4.94718655;Place du Maréchal Leclerc;52;52100.0;St Dizier;5:40-12:30 & 13:00-19:40;5:40-12:30 & 13:00-19:40;5:40-12:30 & 13:00-19:40;5:40-12:30 & 13:00-19:40;5:40-12:30 & 13:00-19:40;9:00-12:30 & 13:30-17:15;12:25-19:40;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;EST;Gare;SUIPPES;49.11998777, 4.54398456;Avenue de la Gare;51;51600.0;Suippes;5:50-12:10 & 13:15-20:00;6:30-12:50 & 15:30-20:00;6:30-12:50 & 15:30-20:00;6:30-12:50 & 15:30-20:00;6:30-12:50 & 15:30-20:00;Fermé;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;fermé;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;GARE;BREST;48.3873311183, -4.48115349887;8, place du 19e R.I;29;29200.0;BREST;5:20-19:00;6:00-19:00;6:00-19:00;6:00-19:00;6:00-19:00;6:00-18:30;7:50-19:50;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;oui;oui;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;COMBOURG;48.41597357, -1.72754212;Place Joseph Hubert;35;35270.0;Combourg;10:00-12:00 & 13:10-18:40;10:00-12:00 & 13:10-18:40;10:00-12:00 & 13:10-18:40;10:00-12:00 & 13:10-18:40;10:00-12:00 & 13:10-18:40;9:30-15:30;13:00-19:00;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;GARE;LORIENT;47.75603, -3.370681;Rue Beauvais;56;56100.0;LORIENT;6:30-19:30;6:30-19:30;6:30-19:30;6:30-19:30;6:30-19:30;8:00-18:30;11:30-20:00;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;oui;oui;oui;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;http://www.rendezvous.sncf.com/garelorient
France;OUEST;Gare;LOUDEAC;48.18039909, -2.76306436;Rue de la Gare;22;22600.0;Loudéac;10:10-12:25 & 13:50-18:30;10:10-12:25 & 13:50-18:30;10:10-12:25 & 13:50-18:30;10:10-12:25 & 13:50-18:30;10:10-12:25 & 13:50-18:30;10:10-12:25 & 13:50-18:30;12:00-19:00;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;MONTAUBAN DE BRETAGNE;48.18989249, -2.05310334;Place de la Gare;35;35360.0;Montauban de Bretagne;10:00-12:00 & 13:30-16:30;10:00-12:00 & 13:30-16:30;10:00-12:00 & 13:30-15:30;10:00-12:00 & 13:30-16:30;10:00-12:00 & 13:30-16:30;Fermé;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;fermé;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;GARE;RENNES;48.104114, -1.671996;Gare Sud - Rue de Chatillon  Esplanade F. Bienvenue;35;35005.0;RENNES;5:40-20:00;5:40-20:00;5:40-20:00;5:40-20:00;5:40-20:00;6:40-20:00;8:30-20:00;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;oui;oui;oui;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;http://www.rendezvous.sncf.com/garerennes
France;OUEST;Gare;RETIERS;47.91321221, -1.38971806;Place de la Gare;35;35240.0;Retiers;6:15-13:25 & 13:55-19:15;6:15-13:25 & 13:55-19:15;6:15-13:00 & 13:30-19:15;6:15-13:25 & 13:55-19:15;6:15-13:25 & 13:55-19:15;Fermé;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;fermé;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;BOUTIQUE;GRAND QUARTIER;48.133401, -1.691105;Centre commercial Grand Quartier route de st Malo;35;35760.0;SAINT GREGOIRE;9:30 -20:00;9:30 -20:00;9:30 -20:00;9:30 -20:00;9:30 -20:00;9:30 -20:00;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;oui;oui;oui;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;http://www.rendezvous.sncf.com/rennesgrandquartier
France;OUEST;GARE;ST BRIEUC;48.50775, -2.764157;1 Place François Mitterrand;22;22015.0;SAINT-BRIEUC;5:45-19:00;6:45-19:00;6:45-19:00;6:45-19:00;6:45-19:00;8:45-18:30;12:45-19:45;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;oui;oui;oui;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;http://www.rendezvous.sncf.com/garesaintbrieuc
France;OUEST;GARE;ST MALO;48.6465470426, -2.00591364767;avenue Anita Conti;35;35400.0;SAINT MALO;5:30-19:30;7:00-19:30;7:00-19:30;7:00-19:30;7:00-19:30;9:00-19:30;9:15-19:50;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;oui;oui;oui;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;http://www.rendezvous.sncf.com/garesaintmalo
France;ILE-DE-FRANCE;GARE;SAINT DENIS;48.93602177, 2.34564627;1, place de la gare;93;93200.0;Saint-Denis;08:00-18:45;08:00-18:45;08:00-18:45;08:00-18:45;08:00-18:45;fermé;fermé;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;fermé;non;oui;oui;0.0;1.0;1.0;1.0;1.0;4.0;ouvert;;;;;;;;;;;;;;;;;;;
France;ILE-DE-FRANCE;BLS SEULE;SARCELLES ST BRICE;48.99540972, 2.36846013;173 boulevard du Général De Gaulle;95;95350.0;St Brice la Forêt;;;;;;;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;non;non;Oui;0.0;0.0;0.0;0.0;0.0;0.0;n/a;;;;;;;;;;;;;;;;;;;
France;NORD;Gare;BONNEVAL;48.18628757, 1.38611673;Place de la gare;28;28800.0;Bonneval;6:15-13:30 & 13:45-19:00;6:15-13:30 & 13:45-19:00;6:15-13:30 & 13:45-19:00;6:15-13:30 & 13:45-19:00;6:15-13:30 & 13:45-20:45;9:57-17:10;13:25-20:45;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;ILE-DE-FRANCE;BOUTIQUE;BOURG LA REINE;48.7802787314, 2.31370737143;65 Boulevard du Maréchal Joffre;92;92340.0;Bourg la Reine;9:30-19:30;9:30-19:30;9:30-19:30;9:30-19:30;9:30-19:30;9:00-13:00 & 14:00-17:00;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;oui;oui;oui;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;http://www.rendezvous.sncf.com/boutiquebourglareine
France;ILE-DE-FRANCE;BLS SEULE;INVALIDES;48.8611874, 2.31497571;2 rue Esnault Pelterie;75;75007.0;PARIS;;;;;;;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;non;non;oui;0.0;0.0;0.0;0.0;0.0;0.0;n/a;;;;;;;;;;;;;;;;;;;
France;ILE-DE-FRANCE;BLS SEULE;ISSY VAL DE SEINE;48.8291248293, 2.26369992798;7 rue Rouget de l'Isle;92;92130.0;Issy les Moulineaux;;;;;;;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;non;non;Oui;0.0;0.0;0.0;0.0;0.0;0.0;n/a;;;;;;;;;;;;;;;;;;;
France;ILE-DE-FRANCE;BLS SEULE;MONOPRIX MEUDON;48.807507, 2.236159;41 rue de la République;92;92190.0;Meudon;;;;;;;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;non;non;oui;0.0;0.0;0.0;0.0;0.0;0.0;n/a;;;;;;;;;;;;;;;;;;;
France;ILE-DE-FRANCE;BLS SEULE;MEUDON VAL FLEURY;48.807937, 2.24067;1 place Jean Jaurès;92;92190.0;Meudon;;;;;;;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;non;Non;Oui;0.0;0.0;0.0;0.0;0.0;0.0;n/a;;;;;;;;;;;;;;;;;;;
France;NORD;Gare;NOGENT LE ROTROU;48.32591302, 0.81034277;Place de la Gare;28;28400.0;Nogent Le Rotrou;5:45-19:55;5:45-19:55;5:45-19:55;5:45-19:55;5:45-19:55;6:15-19:55;8:00-21:35;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;ILE-DE-FRANCE;BOUTIQUE;ITALIE 2;48.829429, 2.355752;Centre Commercial Italie 2 - 30 avenue d'Italie;75;75013.0;PARIS;09:00-20:00;09:00-20:00;09:00-20:00;09:00-20:30;09:00-20:00;10:00-18:30;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;oui;oui;oui;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;http://www.rendezvous.sncf.com/btqitalie2
France;ILE-DE-FRANCE;BLS SEULE;MONOPRIX ITALIE 2;48.823983, 2.358347;83 Avenue d'Italie;75;75013.0;PARIS;;;;;;;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;non;non;oui;0.0;0.0;0.0;0.0;0.0;0.0;n/a;;;;;;;;;;;;;;;;;;;
France;ILE-DE-FRANCE;GARE;PARIS MONTPARNASSE 1;48.84154236, 2.31896281;17 Boulevard de Vaugirard;75;75015.0;PARIS;06:15-21:00;6:15-21:00;6:15-21:00;6:15-21:00;6:15-21:30;6:15-21:00;7:00-21:30;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;oui;oui;oui;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;http://www.rendezvous.sncf.com/btqevagarepmp
France;ILE-DE-FRANCE;BLS SEULE;VIROFLAY RIVE GAUCHE;48.80067359, 2.17178532;1 place Maréchal Koenig;78;78220.0;Viroflay;;;;;;;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;non;non;Oui;0.0;0.0;0.0;0.0;0.0;0.0;n/a;;;;;;;;;;;;;;;;;;;
France;ILE-DE-FRANCE;BLS SEULE;BECON LES BRUYERES;48.90596821, 2.26905605;1 rue Madiraa;92;92400.0;COURBEVOIE;;;;;;;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;non;non;oui;0.0;0.0;0.0;0.0;0.0;0.0;n/a;;;;;;;;;;;;;;;;;;;
France;ILE-DE-FRANCE;BLS SEULE;BOUGIVAL;48.85401646, 2.13205061;Place du général Leclerc;78;78170.0;La Celle St Cloud;;;;;;;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;non;non;Oui;0.0;0.0;0.0;0.0;0.0;0.0;n/a;;;;;;;;;;;;;;;;;;;
France;ILE-DE-FRANCE;BOUTIQUE;BOULOGNE BILLANCOURT;48.836789, 2.239342;Centre Commercial Les Passages de l'Hôtel de Ville 5 rue Tony Garnier;92;92100.0;Boulogne Billancourt;9:00-20:00;9:00-20:00;9:00-20:00;9:00-20:00;9:00-20:00;9:00-19:30;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;oui;oui;oui;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;http://www.rendezvous.sncf.com/btqboulognebicc
France;ILE-DE-FRANCE;GARE;CLICHY LEVALLOIS;48.89807582, 2.31022149;5 place du 8 Mai 1945;92;92300.0;LEVALLOIS-PERRET;10:30-19:00;10:30-19:00;10:30-19:00;10:30-19:00;10:30-19:00;Fermé;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;fermé;non;oui;oui;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;ILE-DE-FRANCE;BLS SEULE;CONFLANS FIN OISE;48.988863, 2.075254;Place Clémenceau;78;78700.0;Conflans sainte Honorine;;;;;;;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;non;non;oui;0.0;0.0;0.0;0.0;0.0;0.0;n/a;;;;;;;;;;;;;;;;;;;
France;ILE-DE-FRANCE;BLS SEULE;MARLY LE ROI;48.871266, 2.096328;place de la Gare;78;78160.0;MARLY LE ROI;;;;;;;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;non;Non;oui;0.0;0.0;0.0;0.0;0.0;0.0;n/a;;;;;;;;;;;;;;;;;;;
