Pays;Secteur;Type;Nom;WGS 84;Adresse;Département;Code postal;Ville;Lundi;Mardi;Mercredi;Jeudi;Vendredi ;Samedi;Dimanche et fêtes;Ouvert le lundi;Ouvert le mardi;Ouvert le mercredi;Ouvert le jeudi;Ouvert le vendredi;Ouvert le samedi;Ouvert le dimanche;Rendez-vous;GUICHET VENTE VOYAGES;BLS
(borne libre service);lu;ma;me;je;ve;LU - VE;Ouvert lundi - vendredi;Particularités;Particularités EN;Particularités ES;Particularités DE;Particularités IT;Particularités NL;Dates d'ouverture
si pdv saisonnier;Dates d'ouverture si pdv saisonnier EN;Dates d'ouverture si pdv saisonnier ES;Dates d'ouverture si pdv saisonnier DE;Dates d'ouverture si pdv saisonnier IT;Dates d'ouverture si pdv saisonnier NL;Si travaux, 
dates de fermeture;Si travaux, dates de fermeture EN;Si travaux, dates de fermeture ES;Si travaux, dates de fermeture DE;Si travaux, dates de fermeture IT;Si travaux, dates de fermeture NL;URL profonde service rendez-vous 
France;NORD;Gare;ISBERGUES;50.6149484, 2.46295664;Rue de la Gare;62;62330.0;Molinghem;6:00-13:00;6:00-13:00;6:00-13:00;6:00-13:00;6:00-13:00;9:00-12:00 & 13:00-17:00;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;NORD;Gare;JEUMONT;50.29673053, 4.08918774;Place de la Gare;59;59460.0;Jeumont;8:10-15:00;8:10-15:00;8:10-15:00;8:10-15:00;8:10-15:00;9:00-16:00;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;NORD;Gare;BREAUTE BEUZEVILLE;49.60359483, 0.41716198;Hameau de la Gare;76;76110.0;Bréauté;5:30-12:30 & 12:50-19:55;5:30-12:30 & 12:50-19:55;5:30-12:30 & 12:50-19:55;5:30-12:30 & 12:50-19:55;5:30-12:30 & 12:50-19:55;9:15-12:30 & 13:50-18:20;13:30-21:45;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;NORD;GARE;CAEN;49.17591, -0.348964;15 Place de la gare;14;14000.0;CAEN;6:30-19:30;6:30-19:30;6:30-19:30;6:30-19:30;6:30-20:30;7:10-19:30;9:30-20:15;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;oui;oui;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;NORD;Gare;PONT L'EVEQUE;49.28702429, 0.19196911;Rue de la Gare;14;14130.0;Pont L'Evêque;6:55-12:15 & 14:00-17:15;8:40-12:15 & 13:55-17:15;8:40-12:15 & 13:55-17:15;8:40-12:15 & 13:55-17:15;9:00-11:30 & 12:50-17:15;9:30-11:30 & 12:50-18:25;10:00-11:20 & 13:00-18:20;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;NORD;GARE;ROUEN RIVE DROITE;49.448387, 1.093719;1 place bernard Tissot;76;76000.0;ROUEN;5:10-21:00;5:10-21:00;5:10-21:00;5:10-21:00;5:10-21:00;5:50-21:00;6:10-22:20;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;oui;oui;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;NORD;Gare;SERQUIGNY;49.1076727, 0.71957679;Rue de la Gare;27;27470.0;Serquigny;5:45-12:15 & 12:40-18:50;5:45-12:15 & 12:40-18:50;5:45-12:15 & 12:40-18:50;5:45-12:15 & 12:40-18:50;5:45-12:15 & 12:40-18:50;6:30-11:45 & 12:55-19:15;10:00-13:15 & 15:00-19:45;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;EST;Gare;HAGUENAU;48.81343348, 7.78237122;Place du Maire Brumbt;67;67500.0;Haguenau;6:10-19:40;6:10-19:40;6:10-19:40;6:10-19:40;6:10-19:40;7:50-17:45;9:50-12:15 & 13:15-18:40;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Oui;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;EST;Gare;OBERMODERN;48.84218087, 7.53998139;Rue de la Gare;67;67330.0;Obermodern;5:40-12:50 & 13:15-19:45;5:40-12:50 & 13:15-19:45;5:40-12:50 & 13:15-19:45;5:40-12:50 & 13:15-19:45;5:40-12:50 & 13:15-19:45;6:40-12:50 & 13:15-19:10;8:30-12:00 & 13:25-20:00;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;EST;Gare;OBERNAI;48.46186913, 7.48897062;3 Place de la Gare;67;67210.0;Obernai;6:15-13:15 & 13:35-20:00;6:15-13:15 & 13:35-20:00;6:15-13:15 & 13:35-20:00;6:15-13:15 & 13:35-20:00;6:15-13:15 & 13:35-20:00;8:30-12:00 & 13:10-17:20;11:45-19:30;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;EST;Gare;SARREBOURG;48.73846877, 7.05195726;2 place de la Gare;57;57400.0;Sarrebourg;6:30-19:30;6:30-19:30;6:30-19:30;6:30-19:30;6:30-19:30;8:00-18:20;11:00-19:00;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Oui;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;EST;Gare;SAVERNE;48.74477891, 7.36215238;1 Place de la Gare;67;67700.0;Saverne;7:00-19:30;7:00-19:30;7:00-19:30;7:00-19:30;7:00-19:30;9:30-18:00;11:00-20:30;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Oui;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;EST;BOUTIQUE;QUAI DE PARIS;48.58505465, 7.74303518;7, Quai de Paris;67;67000.0;STRASBOURG;10:00-19:00;10:00-19:00;10:00-19:00;10:00-19:00;10:00-19:00;10:00-17:00;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;oui;oui;oui;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;http://www.rendezvous.sncf.com/btqstrasbourgquaideparis
France;OUEST;Gare;ALBI VILLE;43.92222255, 2.13724169;Place Stalingrad;81;81000.0;Albi;9:35-12:30 & 13:30-17:35;9:35-12:30 & 13:30-17:35;9:35-12:30 & 13:30-17:35;9:35-12:30 & 13:30-17:35;9:35-12:30 & 13:30-17:35;9:00-13:00 & 14:40-17:50;9:00-13:00 & 14:40-17:50;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Oui;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;ASSIER;44.67391267, 1.87042064;Boulevard Léon Gambetta;46;46320.0;Assier;12:25-19:40;12:25-19:40;12:25-19:40;12:25-19:40;12:25-19:40;12:25-19:40;12:25-19:40;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;CASTELNAUDARY;43.3120322, 1.95035359;Place de la Gare;11;11400.0;Castelnaudary;5:10-19:50;6:10-19:50;6:10-19:50;6:10-19:50;6:10-19:50;6:55-19:50;9:10-19:50;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;ESCALQUENS;43.5166377, 1.54247427;Avenue de la Gare;31;31750.0;Escalquens;6:40-13:50;10:00-13:00 & 14:00-18:10;10:00-13:00 & 14:00-18:10;10:00-13:00 & 14:00-18:10;10:30-17:40;14:25-17:45;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;LAVAUR;43.70362464, 1.81296548;Avenue de la Gare;81;81500.0;Lavaur;6:10-8:50 & 10:00-12:45 & 14:00-18:30;6:10-8:50 & 10:00-12:45 & 14:00-18:30;6:10-8:50 & 10:00-12:45 & 14:00-18:30;6:10-8:50 & 10:00-12:45 & 14:00-18:30;6:10-8:50 & 10:00-12:45 & 14:00-18:30;10:15-12:45 & 14:30-19:00;10:15-12:45 & 14:40-20:30;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;RODEZ;44.36265218, 2.58025315;25 avenue du Maréchal Joffre;12;12000.0;Rodez;6:40-18:30 & 19:30-22:30;6:40-18:30 & 19:30-22:30;6:40-18:30 & 19:30-22:30;6:40-18:30 & 19:30-22:30;6:40-18:30 & 19:30-22:30;6:40-18:30 & 19:30-22:30;10:00-12:00 & 13:40-18:30 & 19:50-22:30;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Oui;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;ST CHRISTOPHE MARCILLAC;44.46468683, 2.407487;Route de la Gare;12;12330.0;St Christophe;6:00-12:35 & 14:20-20:30;6:00-12:35 & 14:20-20:30;6:00-12:35 & 14:20-20:30;6:00-12:35 & 14:20-20:30;6:00-12:35 & 14:20-20:30;6:00-12:30 & 14:20-20:30;6:00-12:30 & 14:20-20:30;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;BOUTIQUE;JEAN JAURES;43.605686, 1.448875;"16 Allée Jean Jaurès 
Niveau -1 galerie métro Jean Jaurès";31;31000.0;TOULOUSE;9:30-18:30;9:30-18:30;9:30-18:30;9:30-18:30;9:30-18:30;9:30-18:30;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;oui;oui;oui;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;http://www.rendezvous.sncf.com/btqtoulousejeanjaures
France;OUEST;Gare;VARILHES;43.04149004, 1.62857558;Avenue de la Gare;09;9120.0;Varilhes;6:00-12:30;6:00-12:30;6:00-12:30;6:00-12:30;6:00-12:30;Fermé;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;fermé;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;VILLEFRANCHE DE LAURAGAIS;43.39845335, 1.71449965;Avenue du Général Sarrail;31;31290.0;Villefranche de Lauragais;6:30-13:40;10:25-13:00 & 14:00-18:35;10:25-13:00 & 14:00-18:35;10:25-13:00 & 14:00-18:35;10:25-17:35;9:40-12:40;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;VILLEFRANCHE DE ROUERGUE;44.34726612, 2.03618453;Rue de la Gare;12;12200.0;Villefranche de Rouergue;6:30-22:00;6:30-22:00;6:30-22:00;6:30-22:00;6:30-22:00;8:20-20:50;8:20-20:50;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;AVORD;47.03484236, 2.6523671;Place de la gare;18;18520.0;Avord;6:00-19:15;6:00-19:15;6:00-19:15;6:00-19:15;6:00-19:15;Fermé;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;fermé;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;BEAUGENCY;47.7782396, 1.62571426;Place de France;45;45190.0;Beaugency;5:45-12:45 & 13:10-20:10;5:45-12:45 & 13:10-20:10;5:45-12:45 & 13:10-20:10;5:45-12:45 & 13:10-20:10;5:45-12:45 & 13:10-20:10;9:05-13:20 & 13:40-16:5;7:45-13:25 & 13:40-20:15;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;JOUE LES TOURS;47.35419765, 0.6680026;Rue de Béguine;37;37300.0;Joué les Tours;9:00-12:30 & 13:30-19:00;9:00-12:30 & 13:30-19:00;9:00-12:30 & 13:30-19:00;9:00-12:30 & 13:30-19:00;9:00-12:30 & 13:30-19:00;9:00-12:30 & 13:30-18:00;14:10-19:00;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Oui;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;MONTRICHARD;47.34380274, 1.17201375;Place de la Gare;41;41400.0;Montrichard;7:10-12:00 & 13:00-16:10;9:10-12:00 & 13:00-17:35;9:10-12:00 & 13:00-17:35;9:10-12:00 & 13:00-17:35;9:10-12:00 & 13:00-17:35;9:55-17:00;12:50-18:40;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;ST AMAND MONTROND ORVAL;46.72643117, 2.48578654;Place de la Gare;18;18200.0;St Amand Montrond;5:25-12:30 & 12:50-20:10;5:25-12:30 & 12:50-20:10;5:25-12:30 &12:50-20:10;5:25-12:30 & 12:50-20:10;5:25-12:30 & 12:50-20:10;9:00-12:10 & 13:10-17:45;14:25-21:30;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;NORD;Gare;ALENCON;48.43380326, 0.09905038;Place de la Résistance;61;61000.0;Alençon;5:10-19:40;6:00-19:40;6:00-19:40;6:00-19:40;6:00-20:40;6:15-19:40;8:00-21:00;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;oui;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;NORD;Gare;ARGENTAN;48.73845947, -0.02572377;Place Pierre Semard;61;61200.0;Argentan;5:40-20:50;5:40-20:50;5:40-20:50;5:40-20:50;5:40-21:05;5:50-12:00 & 12:25-20:10;6:15-21:25;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;NORD;Gare;DIVES CABOURG;49.28235965, -0.10986831;Place Marius Trefouel;14;14160.0;Dives sur Mer;10:25-12:15 & 14:15-18:00;10:25-12:15 & 14:15-18:00;10:25-12:15 & 14:15-18:00;10:25-12:15 & 14:15-18:00;10:25-12:15 & 14:15-18:00;10:25-12:00 & 13:00-17:30;14:55-20:00;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;NORD;GARE;GRANVILLE;48.8380621318, -1.58857831049;place Pierre Semard;50;50400.0;GRANVILLE;8:40-19:00;9:45-12:15 & 14:10-19:00;8:40-19:00;9:45-12:15 & 14:10-19:00;8:40-19:00;8:40-19:00;13:00-20:00;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;oui;oui;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;NORD;Gare;SERQUEUX;49.631268, 1.53952371;12 place de la Gare;76;76440.0;Serqueux;5:50-13:15 & 13:50-17:30;5:50-13:15 & 13:50-17:30;13:50-17:30;13:50-17:30;12:30-20:00;Fermé;14:50-20:00;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;NORD;Gare;SURDON;48.66490121, 0.1341297;Gare de Surdon;61;61570.0;Le Château d'Almenèches;5:10-21:40;5:10-21:40;5:10-21:40;5:10-21:40;5:10-22:35;5:10-21:30;6:30-21:30;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;NORD;Gare;VALOGNES;49.50538585, -1.4803232;Place de la Gare;50;50700.0;Valognes;5:45-20:10;5:45-20:10;5:45-20:10;5:45-20:10;5:45-20:10;6:15-20:10;7:45-20:45;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;NORD;Gare;VILLEDIEU LES POELES;48.83415156, -1.22545495;Place Henri 1er de Beauclerc;50;50800.0;Villedieu les Poêles;5:45-19:50;5:45-19:50;5:45-19:50;5:45-19:50;5:45-20:30;5:45-19:50;6:45-20:30;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;NORD;Gare;VIRE;48.84635383, -0.88316925;Place de la Gare;14;14500.0;Vire;4:50-19:40;5:55-19:40;5:55-19:40;5:55-19:40;5:55-20:15;5:55-19:40;7:05-20:40;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;EST;Gare;ERSTEIN;48.42286882, 7.63813392;Place de la Gare;67;67150.0;Erstein;10:00-12:00 & 13:40-19:00;10:00-12:00 & 13:40-19:00;10:00-12:00 & 13:40-19:00;10:00-12:00 & 13:40-19:00;10:00-12:00 & 13:40-19:00;9:00-11:45 & 12:50-15:40;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;EST;Gare;MOLSHEIM;48.53752463, 7.50020612;25 avenue de la Gare;67;67120.0;Molsheim;6:10-20:00;6:10-20:00;6:10-20:00;6:10-20:00;6:10-20:00;8:30-17:20;12:00-19:50;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Oui;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;EST;Gare;WISSEMBOURG;49.03153308, 7.95030589;Place de la Gare;67;67160.0;Wissembourg;7:10-10:55 & 11:15-12:20 & 13:20-19:00;8:10-10:55 & 13:20-19:00;8:10-10:55 & 13:20-19:00;8:10-10:55 & 13:20-19:00;8:10-11:45 & 12:20-19:00;8:10-17:00;8:45-12:30 & 13:15-18:15;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;CAUSSADE TARN ET GARONNE;44.16230407, 1.5334529;Rue du 8 mai 1945;82;82300.0;Caussade Tarn et Garonne;5:50-11:20 & 11:40-18:55;7:30-11:20 & 11:40-18:55;7:30-11:20 & 11:40-18:55;7:30-11:20 & 11:40-18:55;7:30-11:20 & 11:40-18:55;8:45-15:55;11:40-18:55;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;FOIX;42.96965531, 1.60698546;Rue Pierre Sémard;09;9000.0;Foix;5:40-12:35 & 14:15-21:10;7:40-20:20;7:40-20:20;7:40-20:20;7:40-20:20;9:55-18:10;14:25-22:20;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;GARE;LOURDES;43.10028718, -0.04198205;33, Avenue de la Gare;65;65100.0;Lourdes;7:00-18:40;7:00-18:40;7:00-18:40;7:00-18:40;7:00-18:40;7:00-18:40;7:00-18:40;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;oui;oui;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;LUCHON;42.79727811, 0.59660863;Avenue de Toulouse;31;31110.0;Bagnères de Luchon;8:15-12:15 & 13:45-17:20;8:15-12:15 & 13:45-17:20;8:15-12:15 & 13:45-17:20;8:15-12:15 & 13:45-17:20;8:15-12:15 & 13:45-17:20;6:50-12:00 & 13:40-21:45;6:50-13:20 & 15:00-21:45;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;SAVERDUN;43.23942087, 1.57042184;Rue de la Gare;09;9700.0;Saverdun;6:15-13:25 & 15:00-19:25;6:15-13:25 & 15:00-19:25;6:15-13:25 & 15:00-19:25;6:15-13:25 & 15:00-19:25;6:15-13:25 & 15:00-19:25;6:30-11:30 & 13:55-19:30;6:30-11:30 & 13:55-19:30;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;GARE;TARBES;43.2395029182, 0.0694432069723;25 avenue du Maréchal Joffre;65;65000.0;Tarbes;8:00-18:30;9:00-18:30;9:00-18:30;9:00-18:30;8:00-19:00;9:00-18:30;9:40-18:30;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;oui;oui;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;TOURNAY;43.18350215, 0.23896669;8 avenue de la Gare;65;65190.0;Tournay;6:00-11:30 & 12:00-17:40 & 18:10-23:00;6:00-11:30 & 12:00-17:40 & 18:10-23:00;6:00-11:30 & 12:00-17:40 & 18:10-23:00;6:00-11:30 & 12:00-17:40 & 18:10-23:00;6:00-11:30 & 12:00-17:40 & 18:10-23:00;6:00-11:30 & 12:00-17:40 & 18:10-23:00;6:00-11:30 & 12:00-17:40 & 18:10-23:00;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;BLERE LA CROIX;47.3380936, 0.98631193;Place de la Gare;37;37150.0;La Croix en Touraine;8:10-13:00 & 13:30-15:30;8:10-13:00 & 13:30-15:30;8:10-13:00 & 13:30-15:30;8:10-13:00 & 13:30-15:30;8:10-13:00 & 13:30-15:30;Fermé;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;fermé;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;GARE;BLOIS;47.5847838908, 1.32417763229;70 boulevard Daniel Dupuis;41;41000.0;Blois;6:45-19:30;6:45-19:30;6:45-19:30;6:45-19:30;6:45-19:30;8:30-17:45;10:30-20:00;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;oui;oui;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;CHINON;47.16305281, 0.2520436;1 place des Droits de l'Homme;37;37500.0;Chinon;6:05-13:00 & 13:40-20:40;6:05-13:00 & 13:40-20:40;6:05-13:00 & 13:40-20:40;6:05-13:00 & 13:40-20:40;6:05-13:00 & 13:40-20:40;6:05-13:00 & 13:40-20:40;13:25-20:40;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;GIEN;47.69888288, 2.63675237;Place de la Gare;45;45500.0;Gien;5:35-12:40 & 12:55-20:10;5:35-12:40 & 12:55-20:10;5:35-12:40 & 12:55-20:10;5:35-12:40 & 12:55-20:10;5:35-12:40 & 12:55-20:10;10:05-17:00;13:10-20:05;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;LA FERTE ST AUBIN;47.72019552, 1.93254252;Place de la Gare;45;45240.0;La Ferté St Aubin;6:20-13:50;6:20-13:50;6:20-13:50;6:20-13:50;6:20-13:50;8:20-13:50;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;GARE;LES AUBRAIS;47.9260167266, 1.9072825144;Rue Lamartine;45;45400.0;Fleury-Les-Aubrais;5:45-20:15;5:45-20:15;5:45-20:15;5:45-20:15;5:45-20:15;7:10-18:30;10:15-18:30;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;oui;oui;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;MEHUN SUR YEVRE;47.13897824, 2.20722317;Place de la Gare;18;18500.0;Mehun sur Yèvre;6:50-12:55 & 14:05-15:10;6:50-12:55 & 14:05-15:10;6:50-12:55 & 14:05-15:10;6:50-12:55 & 14:05-15:10;6:50-12:55 & 14:05-15:10;Fermé;Fermé;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;fermé;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
France;OUEST;Gare;PORT BOULET;47.24852658, 0.15486884;Place de la Gare;37;37140.0;Chouzé sur Loire;6:30-11:30 & 13:00-15:00;6:30-11:30 & 13:00-15:00;6:30-11:30 & 13:00-15:00;6:30-11:30 & 13:00-15:00;6:30-11:30 & 13:00-15:00;9:00-12:35 & 13:45-17:30;13:00-19:45;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;ouvert;non;Oui;Non;1.0;1.0;1.0;1.0;1.0;5.0;ouvert;;;;;;;;;;;;;;;;;;;
