Geo Point;Geo Shape;GR_ID;GR_NOM;ZDL_ID;ZDL_NOM;LDA_ID;LDA_NOM;GARE_NOM;INSEE_TXT;COMM_NOM;DPT_ID;ACCES_PMR
49.0494218489, 2.50105048357;"{""type"": ""Polygon"", ""coordinates"": [[[2.500977267592905, 49.04953052129926], [2.501129746039763, 49.04944390113553], [2.50129125321607, 49.049401636012455], [2.501429807719462, 49.049401437841425], [2.501572103301075, 49.04950611619257], [2.501707143119078, 49.04946480442167], [2.501400863578583, 49.04924656207984], [2.501302619909751, 49.04922521782528], [2.501112822993349, 49.049239656431524], [2.500944499173996, 49.04929121027865], [2.500501218753999, 49.049534703989224], [2.500710224296595, 49.049684410067485], [2.500977267592905, 49.04953052129926]]]}";467;Louvres;44628;Louvres (Gare);69300;Louvres (Gare);LOUVRES;95351;Louvres;95;Oui
49.0473742208, 2.01046691597;"{""type"": ""Polygon"", ""coordinates"": [[[2.010591273372957, 49.04777918988642], [2.01108764448658, 49.047478202299374], [2.010356830992678, 49.046968147784156], [2.009840605242009, 49.0472761671827], [2.010591273372957, 49.04777918988642]]]}";124;Cergy-le-Haut;43104;Cergy Le Haut;66834;Cergy Le Haut;CERGY LE HAUT;95127;Cergy;95;Non
48.7956685608, 1.60272716654;"{""type"": ""Polygon"", ""coordinates"": [[[1.60215152428762, 48.79548678336702], [1.602260907499275, 48.795898497771816], [1.603253554007785, 48.79585974090363], [1.603243214849871, 48.795442437905564], [1.60215152428762, 48.79548678336702]]]}";337;Houdan;47935;Houdan (Gare);63893;Houdan (Gare);HOUDAN;78310;Houdan;78;Partielle
48.9456749988, 2.14374836898;"{""type"": ""Polygon"", ""coordinates"": [[[2.143481455499362, 48.94543727098321], [2.143645414696278, 48.94581896342925], [2.143597877320851, 48.94588738253309], [2.143675298141106, 48.94603540916581], [2.143980996112607, 48.94582887122183], [2.144011950983758, 48.94576976452018], [2.143805519278394, 48.94536931917122], [2.143481455499362, 48.94543727098321]]]}";490;Maisons-Laffitte;43155;Maisons-Laffitte (Gare);65048;Maisons-Laffitte (Gare);MAISONS-LAFFITTE;78358;Maisons-Laffitte;78;Non
48.9461700633, 2.25762285656;"{""type"": ""Polygon"", ""coordinates"": [[[2.258416899005436, 48.94558485471959], [2.257857859602257, 48.94539297002873], [2.257026762782544, 48.94660957901073], [2.256812611819509, 48.94685610214056], [2.257201184780171, 48.946975114640516], [2.257264247929148, 48.9469085283298], [2.25731870996431, 48.94692374893893], [2.258416899005436, 48.94558485471959]]]}";22;Argenteuil;47875;Argenteuil (Gare);65063;Argenteuil (Gare);ARGENTEUIL;95018;Argenteuil;95;Partielle
48.5336379693, 2.00763508244;"{""type"": ""Polygon"", ""coordinates"": [[[2.00831573735716, 48.533346047214245], [2.007921438955619, 48.533422742673075], [2.007078508015232, 48.53354882889016], [2.006633584661457, 48.53373029564251], [2.006319669960691, 48.5338146260241], [2.006747082645683, 48.533827339721725], [2.006787777631919, 48.53389313740768], [2.006882712446548, 48.533909227919864], [2.00862341708777, 48.53366205997655], [2.008542164234961, 48.53343408150924], [2.008477810693135, 48.533384196037346], [2.00831573735716, 48.533346047214245]]]}";227;Dourdan;43121;Dourdan (Gare);59836;Dourdan (Gare);DOURDAN;91200;Dourdan;91;Non
48.8075101526, 2.03985708572;"{""type"": ""Polygon"", ""coordinates"": [[[2.04018812680559, 48.80740927253188], [2.040167145046719, 48.80737068684427], [2.039353263622711, 48.80749349931338], [2.039380945355937, 48.807593986271954], [2.040301920327482, 48.80759521801653], [2.04018812680559, 48.80740927253188]]]}";275;Fonteny-le-Fleury;47884;Fontenay-le-Fleury (Gare);63999;Fontenay-le-Fleury (Gare);FONTENAY-LE-FLEURY;78242;Fontenay-le-Fleury;78;
48.8534992313, 2.51346182623;"{""type"": ""Polygon"", ""coordinates"": [[[2.513901034621868, 48.85310016041356], [2.513667290172458, 48.85304603437031], [2.513625058784816, 48.85311148491552], [2.513340856064269, 48.85346376123175], [2.513059018335266, 48.85398474463386], [2.51321541705638, 48.85401506281423], [2.513480525003362, 48.85359898745431], [2.513901034621868, 48.85310016041356]]]}";568;Neuilly-Plaisance;43172;Neuilly-Plaisance (Gare);73190;Neuilly-Plaisance (Gare);NEUILLY-PLAISANCE;93049;Neuilly-Plaisance;93;Partielle
48.699482323, 2.50577239564;"{""type"": ""Polygon"", ""coordinates"": [[[2.505761574912842, 48.69986249178491], [2.506252741433821, 48.699328224196144], [2.506142103158564, 48.69916612830076], [2.506010571358062, 48.69902630729423], [2.505911405156256, 48.69909710973332], [2.505169756680775, 48.69969525141848], [2.505761574912842, 48.69986249178491]]]}";105;Brunoy;58873;Brunoy (Gare);67476;Brunoy (Gare);BRUNOY;91114;Brunoy;91;Non
48.8648735525, 2.41699787867;"{""type"": ""Polygon"", ""coordinates"": [[[2.417140211706896, 48.864425275070914], [2.417064684073375, 48.864406346659806], [2.416915075797267, 48.86443274462823], [2.416769282261042, 48.86450484652383], [2.416513456831491, 48.86474059875882], [2.416544385096257, 48.865070548738636], [2.41702899454241, 48.86527974998931], [2.417503195804902, 48.86525246883065], [2.417254113753628, 48.864495786615855], [2.417140211706896, 48.864425275070914]]]}";288;Métro Galliéni;47890;Gallieni;71817;Gallieni;GALLIENI (PARC DE BAGNOLET);93006;Bagnolet;93;Non
48.7713528343, 2.50818032769;"{""type"": ""Polygon"", ""coordinates"": [[[2.507919603010588, 48.771695059063774], [2.508195287545359, 48.77169914080823], [2.508195061052383, 48.77157862934768], [2.508417551566478, 48.77158212281741], [2.508453660376869, 48.771041899061494], [2.508217639709035, 48.7709896497776], [2.508208974639861, 48.77110592806397], [2.507946052621845, 48.77109734071384], [2.507919603010588, 48.771695059063774]]]}";799;Sucy-Bonneuil Est;58792;Sucy Bonneuil;72929;Sucy Bonneuil;SUCY-BONNEUIL;94071;Sucy-en-Brie;94;Non
48.8345805152, 2.47236586762;"{""type"": ""Polygon"", ""coordinates"": [[[2.473265334707246, 48.833439472363814], [2.472283500853527, 48.83442040333951], [2.47218928526238, 48.834462029952604], [2.472038647068188, 48.834568071350645], [2.471750144505232, 48.8348527882101], [2.471645450240713, 48.83508012969885], [2.471591650120544, 48.83554211719281], [2.471596224717256, 48.835598450703564], [2.471635689297341, 48.835648763344366], [2.47174925532451, 48.835685156522054], [2.471925221213514, 48.835641357744535], [2.471940531351641, 48.83548981156674], [2.47204663806656, 48.835194931636856], [2.472193643524121, 48.83490830646219], [2.472315711400547, 48.834702664399586], [2.472401517181452, 48.83462958150322], [2.472576768228224, 48.834494452305975], [2.472783265623635, 48.83423411421836], [2.473398793482612, 48.83372144711948], [2.473513331575906, 48.83362272322543], [2.47351860839954, 48.833528516064774], [2.473265334707246, 48.833439472363814]]]}";572;Nogent sur-Marne;427219;Nogent-sur-Marne - Pierre Semard;71590;Nogent-sur-Marne (Gare);NOGENT-SUR-MARNE;94052;Nogent-sur-Marne;94;Partielle
48.8419066483, 2.32061687768;"{""type"": ""Polygon"", ""coordinates"": [[[2.319844891387517, 48.84179065789859], [2.320181958925494, 48.841886533362974], [2.320156916232288, 48.84191716735467], [2.320691379345839, 48.842068689769015], [2.320822795846179, 48.842109412769055], [2.320968998778833, 48.842177346226215], [2.321005493225136, 48.842171514130506], [2.321100996962524, 48.842242907301525], [2.321227132946132, 48.84233928770221], [2.321259617434875, 48.842208428138576], [2.321272253786314, 48.842144187985994], [2.321243425718076, 48.8421132526189], [2.320809165171642, 48.84176581083863], [2.320695636516048, 48.84170631258766], [2.320625351906602, 48.84168250924286], [2.320472162181685, 48.84164917742821], [2.320167564698038, 48.84164556531401], [2.320049346305562, 48.84168848390665], [2.319844891387517, 48.84179065789859]]]}";295;Paris-Montparnasse Dautry;43238;Gare Montparnasse TGV (Maine);71139;Gare Montparnasse TGV (Maine);GARE MONTPARNASSE;75115;Paris 15e;75;Non
48.8536168256, 2.48786116162;"{""type"": ""Polygon"", ""coordinates"": [[[2.486905115078104, 48.85321606084576], [2.487703984475832, 48.85369760661674], [2.487739644765607, 48.85391855136771], [2.487921640958523, 48.85398185982004], [2.488148901861465, 48.85404363938618], [2.48838483891449, 48.8540861539379], [2.488480313833753, 48.854079430340256], [2.48856619392401, 48.853999845948], [2.488585799319887, 48.85376578516352], [2.488562158254111, 48.853676214868514], [2.488492141208678, 48.853609288713216], [2.488320940073042, 48.853564774057], [2.48813221693888, 48.85354207508815], [2.488008265254838, 48.8535329785424], [2.487159357350019, 48.85302964504465], [2.486905115078104, 48.85321606084576]]]}";830;Val-de-Fontenay;47900;Val de Fontenay;71718;Val de Fontenay;VAL-DE-FONTENAY;94033;Fontenay-sous-Bois;94;Oui
48.8593240455, 2.90525894164;"{""type"": ""Polygon"", ""coordinates"": [[[2.904571381740493, 48.859213204750546], [2.904620228330817, 48.85956480739109], [2.905299090900003, 48.85950694024419], [2.90552190901587, 48.85939062394371], [2.906108898044074, 48.85934566400106], [2.906120630370498, 48.85913387539296], [2.905411136611669, 48.859195014517034], [2.905408190471575, 48.85914365295298], [2.904571381740493, 48.859213204750546]]]}";204;Crécy-en-Brie - La Chapelle;47894;Crécy la Chapelle (Gare);68293;Crécy la Chapelle (Gare);CRECY-EN-BRIE-LA-CHAPELLE;77142;Crécy-la-Chapelle;77;non
48.6066262311, 2.30287459229;"{""type"": ""Polygon"", ""coordinates"": [[[2.302403335742425, 48.60614272270891], [2.302309329673418, 48.60626077484247], [2.302414947482641, 48.606472868851334], [2.302970541566258, 48.60690167799345], [2.303691302128739, 48.607109628771056], [2.303722155603526, 48.60705649562454], [2.303637353282566, 48.60703213554343], [2.303300580348052, 48.606830138954344], [2.302615749858749, 48.60624801889537], [2.302544857297896, 48.60618155688898], [2.302469664195615, 48.606168620748], [2.302403335742425, 48.60614272270891]]]}";99;Bretigny-sur-Orge (est);43098;Brétigny (Gare);60247;Brétigny (Gare);BRETIGNY;91103;Brétigny-sur-Orge;91;Non
48.9471473152, 2.5246401942;"{""type"": ""Polygon"", ""coordinates"": [[[2.523953732021988, 48.94695493485831], [2.523911966973025, 48.94742204569022], [2.525347585874331, 48.947463021835546], [2.525364727628794, 48.94696882351183], [2.525172939970418, 48.94686057963567], [2.524030248419096, 48.94682073412174], [2.523972063459493, 48.94685157892342], [2.523953732021988, 48.94695493485831]]]}";782;Sevran-Beaudottes;43193;Sevran Beaudottes;73491;Sevran Beaudottes;SEVRAN-BEAUDOTTES;93071;Sevran;93;Oui
48.8828029661, 2.48164003734;"{""type"": ""Polygon"", ""coordinates"": [[[2.481189785260499, 48.88319481714186], [2.481827248717361, 48.88309121623597], [2.481750171409441, 48.882896718795436], [2.481718107641129, 48.88287712683211], [2.481874984947489, 48.8827087932277], [2.481925160964281, 48.88264645732387], [2.481830164032717, 48.88236311590248], [2.481703953168957, 48.882339529932466], [2.481578314006043, 48.88242687014728], [2.48163012785094, 48.88256069645866], [2.481497785864732, 48.88285238229579], [2.481189785260499, 48.88319481714186]]]}";718;Rosny-Bois-Perrier;42356;Rosny Bois-Perrier;426280;Rosny Bois-Perrier (Gare);ROSNY-BOIS-PERRIER;93064;Rosny-sous-Bois;93;Oui
48.6681240776, 2.5480497357;"{""type"": ""Polygon"", ""coordinates"": [[[2.547983818093559, 48.668481604070664], [2.548194243291329, 48.668246792957476], [2.548358206567769, 48.66798324682408], [2.548353284191485, 48.66771445443409], [2.54820821135552, 48.66766972388707], [2.547637736245367, 48.6684065148466], [2.547694668379556, 48.66847098813373], [2.547852552309459, 48.66849538647462], [2.547983818093559, 48.668481604070664]]]}";183;Combs-la-Ville - Quincy;45771;Combs-la-Ville Quincy;62558;Combs-la-Ville Quincy;COMBS-LA-VILLE-QUINCY;77122;Combs-la-Ville;77;Non
48.7084809873, 2.41527642598;"{""type"": ""Polygon"", ""coordinates"": [[[2.415365681558786, 48.708693792586416], [2.415713752278575, 48.70857668502952], [2.415665116289857, 48.708564462398904], [2.415602312829332, 48.708538928469075], [2.415522589635044, 48.70849852445703], [2.415465451507063, 48.70843648384268], [2.415448538957369, 48.70835937011622], [2.415465585557464, 48.70828307037957], [2.415046317454511, 48.70835153244209], [2.414899140164246, 48.70833377943028], [2.414820716307515, 48.708369542402814], [2.415294527631987, 48.70867436450322], [2.415365681558786, 48.708693792586416]]]}";854;Vigneux sur-Seine;45735;Vigneux-sur-Seine (Gare);63071;Vigneux-sur-Seine (Gare);VIGNEUX-SUR-SEINE;91657;Vigneux-sur-Seine;91;Non
48.885766826, 2.29248853505;"{""type"": ""Polygon"", ""coordinates"": [[[2.292411162551168, 48.88604428937965], [2.293052107909003, 48.88561105804541], [2.293064666852916, 48.88554451318093], [2.292189930203426, 48.88567611404809], [2.291906116850282, 48.88572173454493], [2.292411162551168, 48.88604428937965]]]}";659;Porte de Champerret;44511;Porte de Champerret;71450;Porte de Champerret;PORTE DE CHAMPERRET;75117;Paris 17e;75;Partielle
48.9939199271, 2.41736958474;"{""type"": ""Polygon"", ""coordinates"": [[[2.416678936019085, 48.993329944416686], [2.416574523353205, 48.993405076587834], [2.416552489848722, 48.99343415223004], [2.416552556635823, 48.99347566649653], [2.416568394475247, 48.99351717021931], [2.417951515313918, 48.99443782559456], [2.418036738455574, 48.99447097724994], [2.418166040111493, 48.994452203371644], [2.418260571391819, 48.99438986480321], [2.416678936019085, 48.993329944416686]]]}";870;Villiers-le-Bel-Gonesse-Arnouville (sud);43222;Villiers-le-Bel Gonesse Arnouville;66009;Villiers-le-Bel Gonesse Arnouville;VILLIERS-LE-BEL-GONESSE-ARNOUVILLE;95019;Arnouville;95;Oui
48.8434222434, 2.5820800279;"{""type"": ""Polygon"", ""coordinates"": [[[2.580973585156695, 48.84335508095177], [2.580963450987201, 48.84338568791247], [2.581197303793915, 48.84340575457076], [2.581194967851025, 48.84342887932474], [2.581948897103814, 48.8434939091915], [2.581956344244792, 48.843470884126376], [2.583111591841749, 48.84357000040996], [2.583113789592677, 48.84353730252544], [2.583016521804814, 48.843423865623556], [2.582063204107446, 48.84333873463273], [2.581223341109004, 48.84330161531686], [2.580973585156695, 48.84335508095177]]]}";575;Noisy Champs;58937;Noisy Champs (Gare);73163;Noisy Champs (Gare);NOISY-CHAMPS;77083;Champs-sur-Marne;77;Partielle
48.9536464103, 2.60338505771;"{""type"": ""Polygon"", ""coordinates"": [[[2.602994944694805, 48.95365357529533], [2.603703442202152, 48.95380296490465], [2.603771369160669, 48.953639897789685], [2.603075974004079, 48.953489399087275], [2.602994944694805, 48.95365357529533]]]}";865;Villeparisis - Mitry-le-Neuf;46725;Villeparisis Mitry-le-Neuf;68916;Villeparisis Mitry-le-Neuf;VILLEPARISIS-MITRY-LE-NEUF;77294;Mitry-Mory;77;
48.9050774724, 2.32240192906;"{""type"": ""Polygon"", ""coordinates"": [[[2.322653843519075, 48.90510988832389], [2.322508442430429, 48.905103368515555], [2.322392491094276, 48.90504763699554], [2.322351339088481, 48.90499992519999], [2.322326241095781, 48.90493616136258], [2.322217343676054, 48.90489186452826], [2.322199830886747, 48.90495180911215], [2.322226729160746, 48.90506975623105], [2.32230909329675, 48.90514687102999], [2.322602331563727, 48.90519410959224], [2.322732309098555, 48.905168256372754], [2.322653843519075, 48.90510988832389]]]}";758;Saint-Ouen;43203;Saint-Ouen (Gare);72126;Saint-Ouen (Gare);SAINT-OUEN;93070;Saint-Ouen;93;
48.555864607, 3.30254869467;"{""type"": ""Polygon"", ""coordinates"": [[[3.303087937857316, 48.55611966181999], [3.303199091068523, 48.55578768355228], [3.301999987871846, 48.55561570790343], [3.301889665478013, 48.55593226184447], [3.303087937857316, 48.55611966181999]]]}";690;Provins;47181;Provins (Gare);62139;Provins (Gare);PROVINS;77379;Provins;77;Partielle
48.8614834542, 2.31458064279;"{""type"": ""Polygon"", ""coordinates"": [[[2.314843479145324, 48.861612474981534], [2.314825665133904, 48.86133689554296], [2.314305492694653, 48.86136215584096], [2.314341246347481, 48.86162590466639], [2.314843479145324, 48.861612474981534]]]}";342;Invalides;43407;Invalides;71274;Invalides;INVALIDES;75107;Paris 7e;75;
48.2677772879, 2.68601459972;"{""type"": ""Polygon"", ""coordinates"": [[[2.685746002028058, 48.26797471634313], [2.685693972311668, 48.26808932301262], [2.685921520586898, 48.26818236838088], [2.685970641852708, 48.26821432586476], [2.685977321522389, 48.26811061079249], [2.686006889796338, 48.267995406318114], [2.686092052137161, 48.26782565684724], [2.686224155284295, 48.26763177802386], [2.686410870283389, 48.26745893707472], [2.686316085654642, 48.267448210760115], [2.686133847989479, 48.26739344949954], [2.685852305826778, 48.26772789165312], [2.685919000259157, 48.2677517026705], [2.685899043358818, 48.267783245493014], [2.685746002028058, 48.26797471634313]]]}";567;Nemours-Saint-Pierre;43245;Nemours Saint-Pierre;61218;Nemours Saint-Pierre;NEMOURS-SAINT-PIERRE;77431;Saint-Pierre-lès-Nemours;77;oui
48.9194716925, 2.18572115258;"{""type"": ""Polygon"", ""coordinates"": [[[2.186432698489341, 48.919274852556676], [2.186310545212076, 48.919182597520546], [2.186035704443107, 48.91917221949977], [2.185496148763885, 48.91941220744955], [2.185107382938127, 48.91961419725832], [2.185168008666412, 48.919727383053974], [2.185193830273496, 48.91981180308558], [2.185238014612468, 48.91984922286988], [2.186432698489341, 48.919274852556676]]]}";338;Houilles - Carrières-sur-Seine;47439;Houilles Carrières-sur-Seine (Gare);64741;Houilles Carrières-sur-Seine (Gare);HOUILLES-CARRIERES-SUR-SEINE;78311;Houilles;78;Oui
48.8382542707, 2.49435002288;"{""type"": ""Polygon"", ""coordinates"": [[[2.494612896483095, 48.83837032391627], [2.494792270622488, 48.83845960054892], [2.494856238490442, 48.838405617169435], [2.494692786721922, 48.83817065406194], [2.494659258760111, 48.838147595979834], [2.49462661997158, 48.838132179859926], [2.494073373319483, 48.83809867855551], [2.494019840704436, 48.838117488759416], [2.493984922247791, 48.83814970251593], [2.493858250989889, 48.83827575880006], [2.4937147774604, 48.83835034573748], [2.494020783236587, 48.8383173751181], [2.494037826765935, 48.83834409777018], [2.494612896483095, 48.83837032391627]]]}";571;Nogent-Le-Perreux;46552;Nogent Le Perreux;71609;Nogent Le Perreux;NOGENT-LE-PERREUX;94058;Le Perreux-sur-Marne;94;Oui
49.1477233122, 2.27944460864;"{""type"": ""Polygon"", ""coordinates"": [[[2.279589390545141, 49.14793555778286], [2.279680814566499, 49.147915616904804], [2.27968298903311, 49.147917046016204], [2.279772366221729, 49.147785751492876], [2.279761603356565, 49.14768438701813], [2.279787811098426, 49.147603027779525], [2.279683412619001, 49.147551582639956], [2.279535467647182, 49.14751867356897], [2.279359186339821, 49.14752572377289], [2.279191563873324, 49.14757132279264], [2.279008537321436, 49.14776252837412], [2.279171673133399, 49.14783256251394], [2.27948926312075, 49.147952639471676], [2.279589390545141, 49.14793555778286]]]}";615;Persan Beaumont;43178;Persant Beaumont;67292;Persant Beaumont;PERSAN-BEAUMONT;95487;Persan;95;non
48.7321838147, 2.44739028603;"{""type"": ""Polygon"", ""coordinates"": [[[2.446950734494731, 48.73239329641615], [2.447863240252539, 48.73222966076675], [2.447782850127844, 48.73198704769662], [2.446986793683508, 48.73210916892153], [2.446950734494731, 48.73239329641615]]]}";861;Villeneuve Saint-Georges (Henri Dunant);45067;Villeneuve-Saint-Georges (Gare);69568;Villeneuve-Saint-Georges (Gare);VILLENEUVE-SAINT-GEORGES;94078;Villeneuve-Saint-Georges;94;
48.8407639895, 2.55206610196;"{""type"": ""Polygon"", ""coordinates"": [[[2.553306340119855, 48.84054330462615], [2.55311892193105, 48.8405402717265], [2.553117186686443, 48.84057453041291], [2.551346562333367, 48.84056124040273], [2.551300723607772, 48.840525851791135], [2.551054862493153, 48.84052668037058], [2.550863823854403, 48.84060781925281], [2.550742665780385, 48.840695083138094], [2.550886561835406, 48.840897407520615], [2.550925223301802, 48.840928962395225], [2.550995631438499, 48.84095778098871], [2.551057511036499, 48.840972290382936], [2.553314236193986, 48.84096931662857], [2.553306340119855, 48.84054330462615]]]}";576;Noisy-le-Grand-Mont-d'Est;43173;Noisy-le-Grand Mont d'Est;412697;Noisy-le-Grand Mont d'Est;NOISY-LE-GRAND-MONT D'EST;93051;Noisy-le-Grand;93;Oui
48.7142269255, 2.37197102265;"{""type"": ""Polygon"", ""coordinates"": [[[2.371296278331253, 48.71418220710882], [2.371449414967989, 48.714186996707056], [2.371584776520766, 48.71429480139963], [2.371548644921641, 48.71430889005936], [2.372236105415559, 48.71485986984124], [2.372342168723562, 48.71480421596785], [2.372508493300951, 48.71493745726383], [2.372870982859606, 48.71499885872047], [2.372956035568843, 48.714804159508795], [2.37189176475299, 48.71388708707082], [2.37159183398503, 48.71372808847589], [2.371659632522886, 48.71319467665562], [2.371349525862761, 48.71319477107543], [2.371296278331253, 48.71418220710882]]]}";665;Porte de l'Essonne- Athis Mons;58786;Porte de L'Essonne;74009;Porte de L'Essonne;PORTE DE L'ESSONNE- ATHIS MONS;91027;Athis-Mons;91;Oui
48.7850474247, 2.2371753025;"{""type"": ""Polygon"", ""coordinates"": [[[2.236271803012926, 48.78492193694249], [2.236333894221257, 48.78496088564153], [2.237640134490114, 48.785280848862584], [2.237726485862403, 48.78528615949444], [2.237761014804013, 48.78514121698968], [2.237738844393929, 48.78507551593739], [2.237777263158888, 48.78496010639165], [2.237673412696561, 48.78496943913735], [2.236419469664282, 48.784871478812036], [2.236406067863321, 48.78490137804258], [2.236332401688634, 48.78491518555265], [2.236271803012926, 48.78492193694249]]]}";175;Georges Pompidou-Clamart;50800;Georges Pompidou;70149;Georges Pompidou;CLAMART-GEORGES POMPIDOU;92023;Clamart;92;Oui
48.8194962451, 2.36361317959;"{""type"": ""Polygon"", ""coordinates"": [[[2.364720887328254, 48.819898766028146], [2.364769863496943, 48.81984926355087], [2.363685857903038, 48.81951642064623], [2.363749232951589, 48.819442170504146], [2.363091901962291, 48.81920819855402], [2.363045775912089, 48.8191948857562], [2.362898876361386, 48.81940049380519], [2.363068967889697, 48.819448040909414], [2.363109301709807, 48.81940805885717], [2.364720887328254, 48.819898766028146]]]}";661;Porte de Choisy;44513;Porte de Choisy;70604;Porte de Choisy;PORTE DE CHOISY;75113;Paris 13e;75;oui
48.862458596, 2.44267967854;"{""type"": ""Polygon"", ""coordinates"": [[[2.443558335110211, 48.86239405026749], [2.443526359938193, 48.86228177565583], [2.441723811354443, 48.862548029575834], [2.44174418629331, 48.862633667002584], [2.443558335110211, 48.86239405026749]]]}";895;Mairie de Montreuil GR av Walwein;44052;Mairie de Montreuil;71785;Mairie de Montreuil;MAIRIE DE MONTREUIL;93048;Montreuil;93;
48.8219638329, 2.32475391514;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[2.324909069761519, 48.821726040291225], [2.324191452114193, 48.82065115693809], [2.324122618126215, 48.820679323289156], [2.324634472691621, 48.82150318508188], [2.324488736687694, 48.821588031620436], [2.324318959459359, 48.82170217800496], [2.324240344139092, 48.82181425902364], [2.324186870442469, 48.82194502372946], [2.324199402130463, 48.82211108263585], [2.324199376749751, 48.822206565336494], [2.324224514392073, 48.822248082546196], [2.324271667027293, 48.82225016396178], [2.324762081298087, 48.82214642857948], [2.324743254802645, 48.82200942919726], [2.324740131972446, 48.82192432466058], [2.324815597626512, 48.8218371519111], [2.324909069761519, 48.821726040291225]]], [[[2.325737792901514, 48.822750632515266], [2.325599502045744, 48.82210801646359], [2.325464002152652, 48.82213397101903], [2.325611152733039, 48.82274711590721], [2.325599095068072, 48.82277381887913], [2.325612923840014, 48.822819109647085], [2.325737792901514, 48.822750632515266]]], [[[2.325269625211273, 48.822952057731676], [2.325070051885326, 48.82221411617625], [2.324956280766876, 48.82223370106171], [2.325139513912108, 48.822981068734514], [2.325269625211273, 48.822952057731676]]]]}";681;Porte d'Orléans Reyer;426975;Porte d'Orléans - Ernest Reyer;70657;Porte d'Orléans;PORTE D'ORLEANS;92049;Montrouge;92;Non
48.7798201131, 2.28128762054;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[2.280360418189908, 48.779281547350756], [2.280276606239825, 48.77926039720804], [2.280585701413306, 48.78019604797506], [2.280669929532898, 48.78018702666185], [2.280360418189908, 48.779281547350756]]], [[[2.281610713564265, 48.77954592353532], [2.281561452157865, 48.77935908406822], [2.281446611030225, 48.779366363203735], [2.281422093741434, 48.779447125756874], [2.281309988914739, 48.779458676374], [2.281352043810724, 48.77969657581027], [2.281406458230507, 48.7798634827898], [2.28168279480831, 48.78025779856885], [2.281639581635914, 48.78027067657299], [2.28188457555316, 48.780627878532066], [2.281930382139452, 48.78061703702246], [2.281744735317447, 48.78031259839388], [2.281746577018982, 48.78023564797197], [2.281749035815068, 48.780142240983885], [2.281742097575276, 48.78002547893958], [2.281673287611276, 48.7799049163238], [2.281636003811378, 48.779788324370905], [2.281629428870957, 48.77966269169218], [2.281610713564265, 48.77954592353532]]]]}";712;Robinson;43186;Robinson;427230;Robinson;ROBINSON;92019;Châtenay-Malabry;92;Non
48.8441649183, 2.44127287602;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[2.442295948431832, 48.844104546329156], [2.441895952152958, 48.84382261685259], [2.440424362594414, 48.84392567417765], [2.439994300365178, 48.844305922159066], [2.439991310413858, 48.84438065072813], [2.441126515076868, 48.84427663749664], [2.442302374020925, 48.84416888724719], [2.442295948431832, 48.844104546329156]]], [[[2.442380301930105, 48.84451938040735], [2.442338982866147, 48.84433353883123], [2.441277659225372, 48.84444128749578], [2.441428782778912, 48.844605913795874], [2.442380301930105, 48.84451938040735]]]]}";149;Château de Vincennes;42582;Château de Vincennes;71634;Château de Vincennes;CHATEAU DE VINCENNES;75112;Paris 12e;75;Partielle
48.6164204463, 2.12718512379;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[2.128236102466311, 48.61616621043555], [2.128083352596182, 48.616098153005076], [2.12747254411567, 48.615802650971965], [2.127330214370853, 48.615727349146105], [2.127210126526284, 48.61569600357185], [2.127142499466439, 48.615790712218974], [2.12724577209584, 48.61579718135781], [2.127368319442977, 48.61585329817812], [2.127087174141154, 48.616198811513414], [2.127884236361687, 48.61652446195178], [2.128236102466311, 48.61616621043555]]], [[[2.126574146501797, 48.61659639854786], [2.12613526665909, 48.61642903300237], [2.125986742236917, 48.616547723338385], [2.126644888203488, 48.61684040812406], [2.126717019616285, 48.61675429218853], [2.126574146501797, 48.61659639854786]]], [[[2.126737055080297, 48.617322389131445], [2.126150759779416, 48.61700901880518], [2.125970719992266, 48.61715441789318], [2.126521332165193, 48.61742013664526], [2.126737055080297, 48.617322389131445]]]]}";891;Gare Autoroutière Briis-sous-Forge;43064;Gare autoroutière;60346;Gare autoroutière;;91634;Vaugrigneuse;91;Oui
48.8756160286, 2.32517972262;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[2.325055981282797, 48.875302618406785], [2.324840722690434, 48.87489492768497], [2.32449903674272, 48.87512374070387], [2.32456575732255, 48.87524010580118], [2.325055981282797, 48.875302618406785]]], [[[2.326168132215475, 48.87606823466214], [2.326314519005441, 48.87562789821629], [2.326163294234043, 48.87560563202153], [2.326061283673935, 48.875961983452655], [2.324829477357879, 48.87581227140923], [2.3249340495834, 48.8754259541335], [2.324717935908173, 48.87540046385572], [2.324581710489728, 48.875890824871654], [2.326168132215475, 48.87606823466214]]]]}";296;Paris-Saint Lazare - Cour de Rome;58566;Gare Saint-Lazare;71370;Gare Saint-Lazare;GARE SAINT-LAZARE;75108;Paris 8e;75;Oui
